,text,cleanTweet,emotion,Dominant_Topic,Perc_Contribution,Topic_Keywords
152,"b'Tuhan, rahmatilah hariku ini dengan kesehatan, ilmu, dan rezeki. Aamiin'",tuhan rahmat hari sehat ilmu rezeki aamiin,2,3,0.7301,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
153,"b'jual alat kesehatan di Papua, WA: 082134685661 (Anwar) #AlatKesehatanPapua #Papua #TiensPapua #AlatKesehatanTiens'",jual alat sehat papua,0,5,0.82,"sehat, alat, jual, cuma, buat, asuransi, aja, apa, good, baik"
154,"b'""Janganlah memelihara kebiasaan buruk sambil berdoa meminta kesehatan dan umur panjang"". -Mario Teguh'",jangan pelihara biasa buruk doa minta sehat umur panjang teguh,2,1,0.9182,"sehat, jaga, kamu, jangan, aku, selalu, lupa, yaa, happy, moga"
155,"b'@thisurhope Semoga 2023 di berikan kesehatan, rezeki yg lancar dan segala urusan di permudah aamiin'",moga ikan sehat rezeki lancar segala urus mudah aamiin,1,3,0.91,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
156,b'@opposite6892 Nah itu? Kenapa? Soal karantina kesehatan dlm menghadapi sebaran virus menular sdh ada dan diterapkan belum? Dasar hukumnya ada kan? Bisa gak masyarakat melakukan gugatan class action? Jangan hanya pemerintah yg bisa menghukum masyarakat yg diduga melanggar prokes.',nah soal karantina sehat dlm hadap sebar virus tular sdh terap dasar hukum masyarakat laku gugat class action jangan perintah hukum masyarakat duga langgar prokes,2,7,0.9609,"sehat, menteri, januari, batas, presiden, rapat, jadi, gunadi, budi, jakarta"
157,"b'@shintaisusumu_ kesehatan alat elektroniknya yang aku omongkan \xf0\x9f\x92\x80 , itu blue light merusak hormon melatonin dan cortisol... Jam tidur jadi rusak \xf0\x9f\x92\x80'",sehat alat elektronik aku omong blue light rusak hormon melatonin cortisol jam tidur jadi rusak,2,8,0.7774,"sehat, jaga, jadi, aku, tetap, hari, selamat, malam, laku, anak"
158,b'RT @Kucing8810: Presiden @jokowi mendorong pemerintah daerah untuk dapat menerapkan teknologi digital dalam penanganan kasus kekerdilan _(s\xe2\x80\xa6',presiden dorong perintah daerah terap teknologi digital tangan kasus kerdil,1,9,0.9182,"sehat, jaga, hai, bpjs, for, salam, kantor, michelle, fantasticof48, arigato"
159,b'Jual Alat Kesehatan  Citali #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat citali,0,5,0.775,"sehat, alat, jual, cuma, buat, asuransi, aja, apa, good, baik"
160,"b'Tau gak sih pekerja kesehatan di desa itu lebih susah, dengan pengetahuan masyarakat yang minim jadi harus ngejelasin lebih. Belum lagi kalau perlu masuk ke daerah pelosok, jalan rusak, kalau hujan kaya sawah. Mikir!!'",tau sih kerja sehat desa lebih susah tahu masyarakat minim jadi ngejelasin lebih kalau perlu masuk daerah pelosok jalan rusak kalau hujan kaya sawah,2,8,0.9591,"sehat, jaga, jadi, aku, tetap, hari, selamat, malam, laku, anak"
161,"b'jual alat kesehatan di Kebumen, WA 089672741910 LINE: blz0121v(BERNA) #AlatKesehatanKebumen #Kebumen #TiensKebumen #AlatKesehatanTiens'",jual alat sehat kebumen wa,2,5,0.632,"sehat, alat, jual, cuma, buat, asuransi, aja, apa, good, baik"
162,"b'@JEANSNlTED Selamat atas comebacknya, NewJeans! Semoga lancar masa promosinya dan jangan lupa jaga kesehatan. KALIAN KEREN BANGET POKOKNYA. \xf0\x9f\xa4\x8d\n\nt. @NEWJEANSHANNl \n#NewJeansOMG_DDAY\n#NewJeans_OMG \n#Year_of_NewJeans https://t.co/xR3JkmSlAi'",selamat atas comebacknya moga lancar masa promosi jangan lupa jaga sehat kalian keren banget pokok,2,1,0.7856,"sehat, jaga, kamu, jangan, aku, selalu, lupa, yaa, happy, moga"
163,b'INI ALASAN KENAPA FRUTABLEND BOOMING PRODUK KESEHATAN TERFENOMENAL VERSI ON THE SPOT T7 INFO ORDER BBM 51305BAE / WA 081361154904 https://t.co/JniP1x11Ja',alas frutablend booming produk sehat fenomenal versi on the spot t7 info order bbm wa,2,4,0.9437,"sehat, lengkap, alat, grosir, jaga, mental, sama, tetap, lo, penting"
164,"b'Kategori Beauty baru bayar sendiri. Misal operasi lasik mata minus, gak mau pake kaca mata brrti mikirin penampilan. Bisa pake tongkat/kursi roda tapi operasi tulang biar jalan tegak, itu bukan ttg kesehatan tapi penampilan.\n\nSemua yg bukan menghilangkan penyakit, itu beauty.'",kategori beauty baru bayar sendiri misal operasi lasik mata minus mau pake kaca mata brrti mikirin tampil pake roda operasi tulang biar jalan tegak bukan ttg sehat bukan hilang sakit beauty,2,0,0.511,"sehat, ga, bpjs, sakit, buat, sama, asuransi, kalo, tp, obat"
165,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Tegal Buleud#GrosirAlatKesehatanTerlengkapTegalBuleud https://t.co/Lxbatl5ieJ'",grosir alat sehat lengkap tegal,2,4,0.85,"sehat, lengkap, alat, grosir, jaga, mental, sama, tetap, lo, penting"
166,"b'@undipmenfess Ini tuh wajib gitu? Kalo gak lama bpjs, udah ada asuransi kesehatan lain bisa nggak ya?'",tuh wajib gitu kalo lama bpjs udah asuransi sehat,2,0,0.91,"sehat, ga, bpjs, sakit, buat, sama, asuransi, kalo, tp, obat"
167,b'Ribet bgt gile ni negara.\nUdah gilakkk\n\nGak bisa ya sakit apa aja datang ke RS gratis. Gak bisa ya??\n\nDi NZ cuma ada 2 kategori orang datang ke RS:\n\n1. Kesehatan (health)\n2. Kecantikan (beauty) https://t.co/UVC2Egypc2',ribet bgt gile ni sakit apa aja datang rs gratis nz cuma kategori orang datang sehat cantik,2,5,0.9437,"sehat, alat, jual, cuma, buat, asuransi, aja, apa, good, baik"
168,b'NI ALASAN KENAPA FRUTABLEND BOOMING PRODUK KESEHATAN TERFENOMENAL VERSI ON THE SPOT T7 ORDER WA 085799289494 BBM:D19CB7A3 https://t.co/dOHWnhMNYO',ni alas frutablend booming produk sehat fenomenal versi on the spot t7 order wa,2,4,0.94,"sehat, lengkap, alat, grosir, jaga, mental, sama, tetap, lo, penting"
169,"b'@_haejiuhuy Semoga ibu kak Wawa diberi kesembuhan dan kesehatan selalu setelah sembuh \xf0\x9f\xa4\x8d kak Wawa sekeluarga sehat"" selalu yaa'",moga ibu kak wawa beri sembuh sehat selalu sembuh kak wawa keluarga sehat selalu yaa,1,3,0.9437,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
170,b'@shintaisusumu_ Sleepcall tidak baik untuk kesehatan',sleepcall baik sehat,2,6,0.4733,"sehat, tahun, baik, lebih, baru, aku, buat, minum, mental, semua"
171,b'Sesungguhnya karunia yang lebih baik sesudah keimanan adalah kesehatan (keselamatan). (HR. Ibnu Majah) | RT jika SETUJU   Sekulerisme Merusak  .\xf0\x9f\x8f\xb3\xef\xb8\x8f\xf0\x9f\x8f\xb4\xf0\x9f\x8f\xb3\xef\xb8\x8f. #gNBz0',sungguh karunia lebih baik iman sehat ibnu rt tuju sekuler rusak,2,9,0.925,"sehat, jaga, hai, bpjs, for, salam, kantor, michelle, fantasticof48, arigato"
172,"b'@nctylenol happy birthday ka semoga kaka selalu dlm lindungan Tuhan, diberikan kesehatan dan kebahagiaan, tercapai semua keinginannya, dipermudah segala urusannya\xf0\x9f\xa5\xb0'",happy birthday ka moga kaka selalu dlm lindung tuhan beri sehat bahagia capai semua ingin mudah segala,2,3,0.8379,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
173,"b'@hoshi_daisy bismillah done all. semoga rezeki ku aamiin allahuma aamiin \xf0\x9f\x92\xab\n\nthanks GAnya\xf0\x9f\x8c\xb7it means a lot to me untuk kontrol ke dokter. semoga rezekinya mengalir, diberi kesehatan keselamatan kebahagiaan, dimudahkan urusannya aamiin \xe2\x9d\xa4\xef\xb8\x8f\n\nfotonya ini saja kebanggaan kita smwa horanghae !! \xf0\x9f\x90\xaf https://t.co/U7tzSSS8NA'",bismillah done all moga rezeki ku aamiin allahuma aamiin means a lot to me kontrol dokter moga rezeki alir beri sehat selamat bahagia mudah urus aamiin bangga smwa horanghae,2,3,0.9679,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
174,b'RT @regar_0p0sisi: Syarat menjadi presiden versi Gus Nur.\n1.Tes kesehatan jasmani dan rohani.\n2.Tes IQ\n3.Tes bahasa asing\n4.Tes DNA.\n\nAlham\xe2\x80\xa6',syarat jadi presiden versi gus sehat jasmani bahasa,2,2,0.4485,"sehat, jadi, diri, kali, kasus, semua, aja, bakar, sedang, memang"
175,b'Jual Alat Kesehatan  Cinanggerang #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat cinanggerang,0,5,0.775,"sehat, alat, jual, cuma, buat, asuransi, aja, apa, good, baik"
176,"b'@luckyypersonaa semoga kaka selalu dlm lindungan Tuhan, diberikan kesehatan dan kebahagiaan, tercapai semua keinginannya, dipermudah segala urusannya'",moga kaka selalu dlm lindung tuhan beri sehat bahagia capai semua ingin mudah segala urus,2,3,0.9437,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
177,b'bismillahirrahmanirrahim\nberilah aku kesehatan ya Allah',aku sehat allah,2,3,0.775,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
178,"b'Demikian disampaikan Menteri Kesehatan (Menkes) Budi Gunadi Sadikin dalam keterangannya setelah rapat terbatas yang dipimpin oleh Presiden Joko Widodo di Istana Merdeka, Jakarta, pada Senin, 2 Januari 2023. https://t.co/U7MvS8Gc8D'",sampai menteri sehat budi gunadi sadikin terang rapat batas pimpin presiden joko widodo istana merdeka jakarta senin januari,2,7,0.9526,"sehat, menteri, januari, batas, presiden, rapat, jadi, gunadi, budi, jakarta"
179,b'@jarang__tidur @unnesmenfess Btw tes kesehatan sama tes psikologinya dimana we?',btw tes sehat sama tes psikologi we,2,4,0.8875,"sehat, lengkap, alat, grosir, jaga, mental, sama, tetap, lo, penting"
180,"b'RT @Muhammad_Saewad: Untuk siapapun yang sedang sakit, Semoga segera Allah angkat penyakitnya. Allah berikan kesehatan zhohir dan bathin...\xe2\x80\xa6'",siapa sedang sakit moga segera allah angkat sakit allah ikan sehat zhohir,2,3,0.612,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
181,"b'done all rules kak\xf0\x9f\xab\xb6\xf0\x9f\x8f\xbb\nsemoga rezekinya berkah dan kakak sekeluarga diberikan kesehatan, aamiin allahumma aamiin https://t.co/JDyQS19H40'",done all rules rezeki berkah kakak keluarga beri sehat aamiin allahumma aamiin,2,3,0.9308,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
182,"b'Fiqih Kontemporer Kesehatan Wanita | Ustadz dr. Raehanul Bahraen, M. Sc.... https://t.co/83lp3Rd20g via @YouTube'",fiqih kontemporer sehat wanita ustadz raehanul bahraen m sc via,1,9,0.8714,"sehat, jaga, hai, bpjs, for, salam, kantor, michelle, fantasticof48, arigato"
183,b'BPJS Kesehatan: Masyarakat Papua bisa berobat dengan gunakan KTP https://t.co/sZFwSzG3c1',bpjs masyarakat papua obat guna ktp,2,0,0.8714,"sehat, ga, bpjs, sakit, buat, sama, asuransi, kalo, tp, obat"
184,b'@addiems Semoga sll diberi kesehatan Mss Addie.. ttp semangat unt NKRI.',moga sll beri sehat mss addie ttp semangat unt nkri,1,3,0.4664,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
185,b'@syaaapjmine jangan lupa sarapan ya sayangku jaga kesehatan aiss have a nice day \xf0\x9f\x92\x95',jangan lupa sarap sayang jaga sehat aiss have a nice day,2,1,0.57,"sehat, jaga, kamu, jangan, aku, selalu, lupa, yaa, happy, moga"
186,"b'yang bener ajaaa, besok masuk tapi kesehatan aku blom pulih'",bener ajaa besok masuk sehat aku blom pulih,2,8,0.8875,"sehat, jaga, jadi, aku, tetap, hari, selamat, malam, laku, anak"
187,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Surade#GrosirAlatKesehatanTerlengkapSurade https://t.co/DDf33pq1km'",grosir alat sehat lengkap,0,4,0.82,"sehat, lengkap, alat, grosir, jaga, mental, sama, tetap, lo, penting"
188,"b'Selamat pagi oshi veJKT48 ^^ Jangan lupa sarapan ya, jaga kesehatan selalu :) #FK'",selamat pagi oshi vejkt48 jangan lupa sarap jaga sehat selalu,1,1,0.91,"sehat, jaga, kamu, jangan, aku, selalu, lupa, yaa, happy, moga"
189,b'Jaga kesehatan ya mi_christychibi',jaga sehat,1,1,0.7,"sehat, jaga, kamu, jangan, aku, selalu, lupa, yaa, happy, moga"
190,"b'@luckyypersonaa sudahhh, semoga kakak diberi kesehatan selalu ya, dan semoga kakak diberi kelancaran selalu'",sudahh moga kakak beri sehat selalu moga kakak beri lancar selalu,2,3,0.9182,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
191,"b'Pelayanan kesehatan di Rumah Sakit Umum Daerah (RSUD) Kubu Raya per 2023, digratiskan oleh Pemkab Kubu Raya. #RSUDKubuRaya https://t.co/0X0z064XFY'",layan sehat rumah sakit umum daerah kubu raya per gratis pemkab kubu raya,2,6,0.9307,"sehat, tahun, baik, lebih, baru, aku, buat, minum, mental, semua"
192,"b'Manfaat Minum Kopi Ternyata Dahsyat, Ini Herbal dr. Zaidul Akbar (Penggagas Jurus Sehat Rasulullah). #kopi https://t.co/dvDFFFtG3x'",manfaat minum kopi nyata dahsyat herbal zaidul akbar jurus sehat,2,6,0.8875,"sehat, tahun, baik, lebih, baru, aku, buat, minum, mental, semua"
193,b'Jual Alat Kesehatan  Cimarias #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat cimarias,0,5,0.775,"sehat, alat, jual, cuma, buat, asuransi, aja, apa, good, baik"
194,b'hey kamu Kezia_ChiBi jaga kesehatan yah :D',hey kamu jaga sehat yah,2,1,0.85,"sehat, jaga, kamu, jangan, aku, selalu, lupa, yaa, happy, moga"
195,b'Jaga Sirkulasi Udara Di Rumah Tetap Lancar. Rumah dan kamar yang senantiasa tertutup tentu tidak baik untuk kesehatan para penghuninya.',jaga sirkulasi udara rumah tetap lancar rumah kamar senantiasa tutup baik sehat hun,1,1,0.7126,"sehat, jaga, kamu, jangan, aku, selalu, lupa, yaa, happy, moga"
196,"b'Untuk menjaga kesehatan ruang keluarga, disarankan anda menempatkan pohon bambu kecil di ruang ini. #TrisaktiMebel'",jaga sehat ruang keluarga saran tempat pohon bambu kecil ruang,2,9,0.5465,"sehat, jaga, hai, bpjs, for, salam, kantor, michelle, fantasticof48, arigato"
197,"b'jaga kesehatan mentalnya ya, soalnya skrg lagi musim luntang - lantung.'",jaga sehat mental soal skrg musim luntang lantung,1,4,0.8714,"sehat, lengkap, alat, grosir, jaga, mental, sama, tetap, lo, penting"
198,b'RT @BKIPM_BIMA: Keluarga besar Stasiun KIPM Bima mengucapkan Selamat Tahun Baru 2023.\nSemoga tahun ini kita semua menjadi lebih baik lagi d\xe2\x80\xa6',keluarga besar stasiun kipm bima ucap selamat tahun baru tahun semua jadi lebih baik,2,6,0.9308,"sehat, tahun, baik, lebih, baru, aku, buat, minum, mental, semua"
199,b'RT @CirebonPolresta: Berikan Konseling terhadap petugas Pos Pelayanan Rest Area Km 228A dengan memberikan motivasi dan semangat dalam melak\xe2\x80\xa6',ikan konseling tugas pos layan rest area km beri motivasi semangat,2,8,0.5138,"sehat, jaga, jadi, aku, tetap, hari, selamat, malam, laku, anak"
200,b'RT @suheryanto: @jokowi selamat pagi Bapak Presiden. Mohon petunjuk untuk menghubungi bapak atau menteri kesehatan. Mengenai hal proses per\xe2\x80\xa6',selamat pagi bapak presiden mohon tunjuk hubung bapak menteri sehat kena proses,1,3,0.9307,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
201,"b'@luckyypersonaa done all rules ya kak!\xc2\xa1 terimakasih banyak ya udah ngadain GA ini, aku doain semoga kakak &amp; keluarga selalu dikasih kesehatan, keberkahan, kelancaran rejeki, serta selalu dipermudah dalam segala urusan yaa. aamiin \n\nalways be happy yaa kak \xf0\x9f\xa4\x97\xf0\x9f\x92\x97'",done all rules terimakasih banyak udah ngadain ga aku doain moga kakak keluarga selalu kasih sehat berkah lancar rejeki selalu mudah segala urus yaa aamiin be happy yaa kak,1,3,0.7642,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
202,b'@tiangambisgank iya soalnya kebanyakan buku kesehatan yang paling update tuh pake bahasa inggris',iya soal banyak buku sehat paling update tuh pake bahasa inggris,1,0,0.6207,"sehat, ga, bpjs, sakit, buat, sama, asuransi, kalo, tp, obat"
203,b'@You_One_Tea Insyaallah... begitu juga dengan kamu disini.. jaga kesehatan  dan juga jaga hatimu... \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc',insyaallah kamu sini jaga sehat jaga hati,2,1,0.8714,"sehat, jaga, kamu, jangan, aku, selalu, lupa, yaa, happy, moga"
204,"b'RT @strike_bravo_b: Subsidi kesehatan dan mass transit itu padahal subsidi paling berguna, emang bego aja ni negara'",subsidi sehat mass transit padahal subsidi paling guna emang bego aja ni negara,2,9,0.9182,"sehat, jaga, hai, bpjs, for, salam, kantor, michelle, fantasticof48, arigato"
205,"b'RT @robin_jk97: @tanyakanrl Ada2 aja, udah bagus Tuhan kasi lu kesehatan lu malah nyari penyakit, keren kagak, norak iya. Hadeh'",ada2 aja udah bagus tuhan kasi lu sehat lu malah nyari sakit keren kagak norak iya hadeh,2,6,0.94,"sehat, tahun, baik, lebih, baru, aku, buat, minum, mental, semua"
206,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Sukalarang#GrosirAlatKesehatanTerlengkapSukalarang https://t.co/8Q6AtSK7ic'",grosir alat sehat lengkap,0,4,0.82,"sehat, lengkap, alat, grosir, jaga, mental, sama, tetap, lo, penting"
207,"b'@convomfs Banyakkkk. Sampe detik ini pun dikasih kesehatan, bisa beraktivitas, beribadah. Sampe ngebatin ""Allah baik bangettt"" \xf0\x9f\xa5\xba'",banyakk sampe detik kasih sehat aktivitas ibadah sampe ngebatin allah baik bangett,2,9,0.4557,"sehat, jaga, hai, bpjs, for, salam, kantor, michelle, fantasticof48, arigato"
208,b'@yank_sofyan Jaga kesehatan nggih mas \xf0\x9f\x98\x8a',jaga sehat nggih mas,1,9,0.8199,"sehat, jaga, hai, bpjs, for, salam, kantor, michelle, fantasticof48, arigato"
209,"b'@Askrlfess Pake masker di lingkungan terbuka Jakarta yg penuh polusi udara ini jg baik sih buat kesehatan kulit, dr sebelum covid jg udh dibiasain pake masker krn alasan tsb, tp lama2 ya jadi makin kerasa nyaman pake masker'",pake masker lingkung buka jakarta penuh polusi udara jg baik sih buat sehat kulit covid jg udh dibiasain pake masker alas tsb tp lama2 jadi makin rasa nyaman pake masker,2,7,0.9678,"sehat, menteri, januari, batas, presiden, rapat, jadi, gunadi, budi, jakarta"
210,b'Jual Alat Kesehatan  Cilembu #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat cilembu,2,5,0.775,"sehat, alat, jual, cuma, buat, asuransi, aja, apa, good, baik"
211,b'\xf0\x9f\x8c\xba HICKEL CANDY \xf0\x9f\x8c\xba\n\nMerupakan obat vitalitas yang dikemas dalam bentuk permen herbal.\n\nNama produk : HICKEL CANDY.\nKemasan : Kotak Kaleng.\nMade in : U.K ( United Kingdom ).\nIsi : 12 Permen.\nHrg : Rp 400.000\n\n\xf0\x9f\x93\xb1 0895 377229 338\n\nKunjungi website kami :\xf0\x9f\x91\x87\nhttps://t.co/QFMZE2dljO https://t.co/y1xTcV4m4W',hickel candy obat vitalitas kemas bentuk permen produk hickel kotak in united kingdom rp website,2,2,0.9,"sehat, jadi, diri, kali, kasus, semua, aja, bakar, sedang, memang"
212,"b'RT @ollalelo: halo halo \xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb sebelumnya maaf banget baru sempet ke post, makasii banyak udah mau jadi moots akuu. semoga di tahun ini apapun\xe2\x80\xa6'",halo halo belum maaf banget baru sempet post makasii banyak udah mau jadi moots akuu moga tahun,2,6,0.7391,"sehat, tahun, baik, lebih, baru, aku, buat, minum, mental, semua"
213,"b'@giIangmahesa @kozirama @kakarindingan @Outstandjing @rasjawa Membangunpun kadang mendahulukan hal2 yg secunder, lantai, dinding keramik, karvet yg mahal, \n\nutk memenuhi syarat primer ruang bersama, al, fasilitas ventilasi utk sikulasi udara, pencahayaan tdk memadai,\n\npdhal sangat penting utk kesehatan jamaah/anak2, apatah dizaman covid, \xf0\x9f\x99\x8f'",bangun kadang dahulu hal2 secunder lantai dinding keramik karvet mahal penuh syarat primer ruang sama al fasilitas ventilasi utk sikulasi udara cahaya sangat penting utk sehat apatah zaman covid,2,4,0.9526,"sehat, lengkap, alat, grosir, jaga, mental, sama, tetap, lo, penting"
214,b'@A100888 Amin...\nSemoga om jon dan keluarga selalu diberi kesehatan dan dimudahkan segala urusannya\xf0\x9f\x99\x8f\xf0\x9f\xa5\xb0',om jon keluarga selalu beri sehat mudah segala,1,3,0.8875,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
215,"b'RT @ZodiakAreaID: #Gemini #Kesehatan: Anggaplah angin lalu segala perkataan sinis dr orang yg tdk senang dgn diri Anda, tak perlu dimasukka\xe2\x80\xa6'",anggap angin lalu segala kata sinis orang senang diri perlu,2,3,0.9181,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
216,"b'@tanyakanrl Suka dong, apalagi kaya Kim Mingyu. Aku suka cowo yg bugar, karena dia aware dengan kesehatan dia sendiri.'",suka dong kaya kim mingyu aku suka cowo bugar aware sehat sendiri,2,6,0.925,"sehat, tahun, baik, lebih, baru, aku, buat, minum, mental, semua"
217,b'PPKM telah dicabut namun protokol kesehatan tetap dijalankan agar covid19 segera hilang https://t.co/6QNmsgxESE',ppkm cabut protokol sehat tetap jalan covid19 segera hilang,2,4,0.9,"sehat, lengkap, alat, grosir, jaga, mental, sama, tetap, lo, penting"
218,"b'Pitoooo,harus jaga kesehatan ya,see you too\xf0\x9f\x98\x94\xf0\x9f\xab\xb6 https://t.co/xZHnNUC7Dx'",jaga sehat you,1,1,0.775,"sehat, jaga, kamu, jangan, aku, selalu, lupa, yaa, happy, moga"
219,"b'@mhmn_ @worksfess Gimana coba caranya ngajari ibu?\n\nBertahan lama di kerjaan dengan gaji kecil apalagi di bawah UMR itu juga bukan hal yang bagus juga oi. Buseet, mengancam kesehatan fisik, mental dan finansial.'",gimana coba cara ngajari lama kerja gaji kecil bawah umr bukan bagus oi buseet ancam sehat fisik mental finansial,2,0,0.9437,"sehat, ga, bpjs, sakit, buat, sama, asuransi, kalo, tp, obat"
220,b'Jual Alat Kesehatan  Cigendel #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat cigendel,0,5,0.775,"sehat, alat, jual, cuma, buat, asuransi, aja, apa, good, baik"
221,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Sukabumi#GrosirAlatKesehatanTerlengkapSukabumi https://t.co/NN7ipGClCv'",grosir alat sehat lengkap,0,4,0.82,"sehat, lengkap, alat, grosir, jaga, mental, sama, tetap, lo, penting"
222,"b'RT @liviatoures: Anyway, aku rencananya mau hibernasi dulu dari sini. Maybe for several weeks. Mungkin sesekali akan balik untuk check acc\xe2\x80\xa6'",anyway aku rencana mau hibernasi dulu sini maybe for several weeks mungkin sekal balik check,2,9,0.9437,"sehat, jaga, hai, bpjs, for, salam, kantor, michelle, fantasticof48, arigato"
223,"b'pagii~\n\nbismillahirrahmanirrahim kita selalu diberikan kesehatan, keberkahan rezeki dan kita semua segera ditag host yaa\xf0\x9f\xa4\xb2'",selalu beri sehat berkah rezeki semua segera ditag host,1,3,0.91,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
224,b'Asuransi Kesehatan Terbaik Di\xc2\xa0Indonesia https://t.co/megrgWHPXY',asuransi sehat baik,2,6,0.7749,"sehat, tahun, baik, lebih, baru, aku, buat, minum, mental, semua"
225,"b'@dandiramdani100 @puanmaharani_ri yang penting kita di berikan kesehatan, aamin...'",penting ikan sehat aamin,2,3,0.7749,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
226,b'Asuransi Kesehatan Terbaik Di\xc2\xa0Indonesia https://t.co/KcnZi0Rwl2',asuransi sehat baik,2,6,0.7749,"sehat, tahun, baik, lebih, baru, aku, buat, minum, mental, semua"
227,"b'@cosmfo good morning, sayangku! have a great day too ya je, jaga kesehatan juga! akhir-akhir ini cuacanya lagi aneh'",good morning have a great day too je jaga sehat cuaca aneh,2,3,0.4338,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
228,b'Sekarang sudah tanggal 3 Januari semoga kita slalu diberi kesehatan aminn',sekarang tanggal januari moga slalu beri sehat aminn,1,3,0.6333,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
229,"b'@AREAJULID 12 tahun dan dia udah menanggung hal seperti ini. Dari segi mental dan fisik dia ga siap buat ini. Usianya terlalu dini, berbahaya banget buat kesehatan dia.'",tahun udah tanggung segi mental fisik ga siap buat usia terlalu dini bahaya banget buat sehat,2,6,0.7365,"sehat, tahun, baik, lebih, baru, aku, buat, minum, mental, semua"
230,"b'Lebih dari selusin negara memberlakukan syarat tes Covid-19 negatif atau pemeriksaan saat kedatangan bagi pelaku perjalanan dari China. Namun, Indonesia belum memberlakukan syarat khusus.\n\nhttps://t.co/wrV2Cor9IV\n\n #Kesehatan #AdadiKompas'",lebih lusin negara laku syarat tes negatif periksa datang laku jalan china indonesia laku syarat,2,9,0.9437,"sehat, jaga, hai, bpjs, for, salam, kantor, michelle, fantasticof48, arigato"
231,"b'via perkasapasutri: Importir resmi obat herbal, kesehatan, kecantikan, alat bantu sexual dan obat kuat. | cp: 082242360811/5EB4D67A'",via importir resmi obat herbal sehat cantik alat bantu sexual obat kuat,2,0,0.7446,"sehat, ga, bpjs, sakit, buat, sama, asuransi, kalo, tp, obat"
232,"b'#Gemini #Kesehatan: Anggaplah angin lalu segala perkataan sinis dr orang yg tdk senang dgn diri Anda, tak perlu dimasukkan kedalam hati'",anggap angin lalu segala kata sinis orang senang diri perlu masuk dalam hati,2,3,0.6875,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
233,"b'Bismillahirrahmanirrahim\n\nAllahumma Sholli ala Sayyidina Muhammad\n\nSemoga hari ini dan seterusnya dipenuhi dengan keberkahan dan kesehatan, aamiin ya Allah\xf0\x9f\xa4\xb2\xf0\x9f\x8f\xbb\xe2\x9d\xa4\xef\xb8\x8f'",sholli ala sayyidina hari penuh berkah sehat aamiin,1,3,0.9,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
234,"b'Tahun ini semoga banyak dicukupkan. Cukup dengan rezeki yg barokah, cukup dengan kesehatan yg tepat, dan cukup menjalin relasi yg sehat.'",tahun moga banyak cukup cukup rezeki barokah cukup sehat tepat cukup jalin relasi sehat,1,3,0.4623,"sehat, moga, beri, selalu, rezeki, lancar, bahagia, tahun, aamiin, semua"
