,datetime,text,cleanTweet,emotion
390,2023-01-02 21:33:39,"b'@AufaChelsea Wahh udah mulai sekolah ya, semangat mommy, jaga kesehatan jangan lupa istirahat.\nVote banyak banget bikin pusing \xf0\x9f\xa4\xa7'",wahh udah mulai sekolah semangat mommy jaga sehat jangan lupa banyak banget bikin pusing,2
391,2023-01-02 21:33:28,"b'TUHAN Tolong lancarkan usaha, rejeki dan kesehatan keluargaku amin'",tuhan lancar usaha rejeki sehat keluarga amin,1
392,2023-01-02 21:32:21,"b'@ayuuumeidy_ @FunJunkies Semua asuransi kesehatan memang ada masa tunggu utk penyakit, tp kalau untuk kecelakaan tanpa masa tunggu..'",semua asuransi sehat memang masa tunggu utk sakit tp kalau celaka masa tunggu,2
393,2023-01-02 21:32:19,"b'Covid-19 Ditanggung BPJS Kesehatan Usai PPKM Berakhir, YLKI: Harus Ada Kepastian Hukum https://t.co/KXAp6eboqI'",tanggung bpjs sehat usai ppkm akhir pasti hukum,2
394,2023-01-02 21:29:55,b'Jual Alat Kesehatan  Jemah #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat jemah,0
395,2023-01-02 21:29:10,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Kalapa Nunggal#GrosirAlatKesehatanTerlengkapKalapaNunggal https://t.co/Bckq0YdIJG'",grosir alat sehat lengkap kalapa,0
396,2023-01-02 21:28:40,b'@SINDIKASI_ &amp; kalau dikeluarkan / PHK tidak dpt pesangon apapun. Yg kerja puluhan tahun pun tidak dpt pesangon. Cuma BPJS kesehatan &amp; ketenagakerjaan.',kalau keluar phk dpt sangon apa kerja puluh tahun dpt sangon cuma bpjs sehat ketenagakerjaan,1
397,2023-01-02 21:27:14,"b'@18fesss Klo cm ideal buat kesehatan reproduksi ,ni penelitian blm bisa dijadikan patokan, harus holistik, sekarang lagi hits istilah baby blues ,jadi gak ada itu usia ideal, mind set yg kudu ideal dulu. Bny yg harus di teliti sbg sub pendukung algoritma nya sampai bisa di wacanakan IDEAL'",klo cm ideal buat sehat reproduksi ni teliti blm jadi patok holistik sekarang hits istilah baby blues jadi usia ideal mind set kudu ideal dulu bny teliti sbg sub dukung algoritma nya wacana ideal,2
398,2023-01-02 21:25:11,"b'RT @couvaille: jeonghan makasih udah dateng kesini lagi, kamu keliatan happy banget kemaren aku jadi ikutan happy... skrg aku beneran gatau\xe2\x80\xa6'",jeonghan makasih udah dateng kesini kamu liat happy banget kemaren aku jadi ikut happy skrg aku beneran,2
399,2023-01-02 21:24:17,b'Jual Alat Kesehatan  Ciranggem #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat ciranggem,0
400,2023-01-02 21:22:37,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Kadudampit#GrosirAlatKesehatanTerlengkapKadudampit https://t.co/5obTb5gD31'",grosir alat sehat lengkap,0
401,2023-01-02 21:21:38,"b'@convomfs Semenjak ngikutin kata hati buat mulai sholat bener dan dari situ ngerasa hidup tenang banget, karena sejatinya hidup kita semua udh ada yang atur baru sadar kalo semuanya kesehatan, rezeki, kesempatan, bahkan sampai maut itu Tuhan yang atur... So, tetap semangat dan bersyukur\xe2\x98\xba'",semenjak ngikutin kata hati buat mulai sholat bener situ ngerasa hidup tenang banget sejati hidup semua udh atur baru sadar kalo semua sehat rezeki sempat bahkan maut tuhan atur tetap semangat,2
402,2023-01-02 21:20:38,"b'@AsgarMerah @puanmaharani_ri Semoga sekeluarga mendapat kebahagiaan, kesehatan, dan berkelimpahan rezeki di tahun 2023.'",moga keluarga dapat bahagia sehat limpah rezeki tahun,2
403,2023-01-02 21:18:52,b'Bersabarlah dlm menghadapi  sgl masalah dan trs berusaha menyelesaikan dgn baik. Minta pertolongan Alloh diwaktu sholat jg beramal sebagai pembersih harta dan penolak bala. Selamat sholat subuh smg kt diberikan keselamatan  kesehatan dan kebahagiaan didunia dan akhirat.Aamiin yra',sabar dlm hadap sgl masalah trs usaha selesai baik minta tolong alloh waktu sholat jg amal bersih harta tolak bala selamat sholat subuh smg kt beri selamat sehat bahagia dunia yra,2
404,2023-01-02 21:18:52,"b'Bismillahirrahmanirrahim\nMari ucapkan alhamdulillah,atas nikmat rezeki,kesehatan yang diberikan oleh ALLAH SWT'",ucap nikmat beri allah swt,2
405,2023-01-02 21:18:40,b'Jual Alat Kesehatan  Tanjunghurip #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat tanjunghurip,0
406,2023-01-02 21:18:39,"b'Tips Menjaga Kesehatan Tubuh kita harus pintar \xe2\x80\x93 pintar menjaga kesehatan agar tetap bugar dan fit, berikut ini... https://t.co/Zn7rbWJ8ZP'",tips jaga sehat tubuh pintar pintar jaga sehat tetap bugar fit ikut,2
407,2023-01-02 21:18:21,"b'Mau sampai kapan merusak kesehatan, hanya demi sebuah ketenangan?'",mau kapan rusak sehat buah tenang,1
408,2023-01-02 21:16:57,b'Selasa Wage - Anggara Kresna\n\n- Hari Kesehatan Pikiran Dan Tubuh Sedunia\n- Hari Kementrian Agama\n- Women Rock Day https://t.co/csnrwPMXvS',selasa wage anggara hari sehat pikir tubuh hari tri women rock day,2
409,2023-01-02 21:16:22,b'#Libra #Kesehatan: Cukup baik walaupun tenaga Anda cukup terkuras akhir-akhir ini.',cukup baik walaupun tenaga cukup kuras,2
410,2023-01-02 21:16:03,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Kabandungan#GrosirAlatKesehatanTerlengkapKabandungan https://t.co/WndB5eBepF'",grosir alat sehat lengkap,0
411,2023-01-02 21:15:24,b'C_MichelleJKT48 Hai Michelle Dapat Salam For FantasticOF48 Jaga Kesehatan ya :D ^^ Arigato #25',hai michelle salam for fantasticof48 jaga sehat arigato,2
412,2023-01-02 21:14:04,b'Gimana harimu? semoga menyenangkan yaaa. oh iya jangan lupa makan dan selalu menjaga kesehatan ya Viny_JKT48 ^o^',gimana hari moga senang yaa iya jangan lupa makan selalu jaga sehat,2
413,2023-01-02 21:13:03,b'Jual Alat Kesehatan  Dayeuh Luhur #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat dayeuh luhur,0
414,2023-01-02 21:12:48,"b'RT @itmau_: @AREAJULID Reply nya pada apresiasi doang, gaada yg sepemikiran sama gua soal kesehatan mereka? Got indo ga kaya got jepang cui\xe2\x80\xa6'",reply nya apresiasi doang gaada pikir sama gua soal sehat got indo ga kaya got jepang,2
415,2023-01-02 21:12:38,"b'Jual Gelang Kesehatan di Jogja, WA: 089672741910 (Berna) - LINE: BLZ0121V #GelangKesehatanJogja #Jogja'",jual gelang sehat jogja blz0121v,0
416,2023-01-02 21:12:14,"b'Beneran kesehatan tuh ga ada yg tau ya \xf0\x9f\xa5\xb2\xf0\x9f\xa5\xb2 ngeri sekalinya kena duit ga sedikit. Sebagai keluarga, segala upaya dilakukan biar sehat. We all will do the same lah klo diposisi tersebut.'",beneran sehat tuh ga tau ngeri sekali kena duit ga sedikit keluarga segala upaya laku biar sehat we all will do the same lah klo posisi sebut,2
417,2023-01-02 21:11:57,"b'@schfess tapi jangan sampai ga tidur ya, tetep jaga kesehatan'",jangan ga tidur tetep jaga sehat,2
418,2023-01-02 21:11:40,"b'Salam subuh, hyuung.\n\nMaaf yaaa aku belum bisa terlalu aktif di TL. Semoga minggu depan udah bener-bener bisa full comeback lagi di sini.\n\nJaga kesehatan ya, hyung. Semoga apa yang kita usahakan sejak kemarin, hari ini, dan hari esok, akan memperoleh hasil yang menggembirakan. \xf0\x9f\xa4\xb2 https://t.co/e0Hs1qLWfJ'",salam subuh yaa aku terlalu aktif tl moga minggu depan udah full comeback sehat hyung moga apa usaha sejak kemarin hari hari esok oleh hasil gembira,2
419,2023-01-02 21:10:40,b'@nekofvr jangan ampe subuh ci ga bagus buat kesehatan',jangan ampe subuh ci ga bagus buat sehat,2
420,2023-01-02 21:10:18,b'Temukan Goto Masker Duckbill 3 Ply Disposable Mask Kesehatan 3Ply Earloop dengan potongan 63%! Hanya Rp13.900 - Rp19.900. Dapatkan segera di Shopee! https://t.co/90O9QPIaQb #ShopeeID https://t.co/pq4O610FtT',temu goto masker duckbill ply disposable mask sehat earloop potong dapat segera,1
421,2023-01-02 21:09:56,"b'Jika kita dianugerahi kemapanan, kita dapat menambah kualitas dari cinta &amp; kesehatan untuk kebahagiaan yang lebih utuh.'",anugerah mapan tambah kualitas cinta sehat bahagia lebih utuh,1
422,2023-01-02 21:09:27,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Jampang Tengah#GrosirAlatKesehatanTerlengkapJampangTengah https://t.co/0zGbWSIDz5'",grosir alat sehat lengkap jampang,2
423,2023-01-02 21:07:24,b'Jual Alat Kesehatan  Cikoneng Kulon #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat cikoneng kulon,2
424,2023-01-02 21:07:24,"b'@mexclusivepage @terkalengkaleng @exteamcup @tanyarlfes Sebenernya limit terkecil di asuransi perusahaan aku udah 4M sih. Kalo ada limit cuma 100jt, itu jaman dulu bgt. Sayang bgt sbnrnya kalo ada duit tp ga ikut fasilitas kesehatan. Tapi ya balik lg kita ga tau keadaan orang masing2. Berdoa aja semoga segera diberi kesehatan.'",sebenernya limit kecil asuransi usaha aku udah sih kalo limit cuma jaman dulu bgt sayang bgt sbnrnya kalo duit tp ga ikut fasilitas sehat balik lg ga tau ada orang masing2 doa aja moga segera beri sehat,2
425,2023-01-02 21:07:08,b'INI ALASAN KENAPA FRUTABLEND BOOMING PRODUK KESEHATAN TERFENOMENAL VERSI ON THE SPOT T7 ORDR SMS 081286985708 BBM 5846987F https://t.co/bSaRvI5sUv',alas frutablend booming produk sehat fenomenal versi on the spot t7 ordr sms bbm,2
426,2023-01-02 21:06:25,"b'RAHASIA CANTIK PARA ARTIS,,,FRUTABLEND Solusi kecantikan kulit &amp; kesehatan tubuh.ORDER:BBM 5CC802AD WA 08981359103 https://t.co/b07ARXn8gi'",rahasia cantik solusi cantik kulit sehat wa,2
427,2023-01-02 21:03:37,b'kini Gamat memang diandalkan untuk menjadi makanan kesehatan abad 21 #salingfollow #socialmedia #srudukfollow',kini gamat memang andal jadi makan sehat abad,2
428,2023-01-02 21:02:54,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Jampang Kulon#GrosirAlatKesehatanTerlengkapJampangKulon https://t.co/bSroM4waMe'",grosir alat sehat lengkap jampang,2
429,2023-01-02 21:01:58,b'Langkah langkah menjaga kesehatan fisik?',langkah langkah jaga sehat fisik,2
430,2023-01-02 21:01:50,"b'RT @ezra_putranto: Jika kamu atau orang terdekatmu mengalami hal ini, segera cari bantuan kesehatan mental, ya \xf0\x9f\xa4\x97\n\nSaat ini saya bergabung d\xe2\x80\xa6'",kamu orang dekat alami segera cari bantu sehat mental gabung,2
431,2023-01-02 21:01:48,b'Jual Alat Kesehatan  Tarunajaya #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat tarunajaya,0
432,2023-01-02 21:01:33,"b'Covid-19 Ditanggung BPJS Kesehatan Usai PPKM Berakhir, YLKI: Harus Ada Kepastian Hukum https://t.co/X9IF39yLwx #TempoBisnis'",tanggung bpjs sehat usai ppkm akhir pasti hukum,2
433,2023-01-02 21:00:39,b'Jaga kesehatan ya angel_chibi',jaga sehat,1
434,2023-01-02 21:00:30,b'Yuk syukuri kesehatan dan waktu luang yang telah Allah berikan dengan senantiasa berbuat baik salah satunya dengan bersedekah.\n\nLink Sedekah : https://t.co/3OKHI4Q9Mz\n\n#78HariMenujuRamadhan https://t.co/Epyas5jG14',yuk syukur sehat waktu luang allah ikan senantiasa buat baik salah satu sedekah,2
435,2023-01-02 21:00:01,b'Terdapat sejumlah nutrisi dan mineral di dalam jambu mete yang bermanfaat untuk kesehatan. Kandungan inilah yang membuat jambu mete diyakini dapat membawa banyak manfaat bagi kesehatan. #ElshintaNewsAndTalk https://t.co/LtHBC06x4B',dapat jumlah nutrisi mineral jambu mete manfaat sehat kandung ini buat jambu mete yakin bawa banyak manfaat sehat,2
436,2023-01-02 20:59:28,b'hey kamu Angel_ChiBi jaga kesehatan yah :D',hey kamu jaga sehat yah,2
437,2023-01-02 20:57:59,"b'Jaga kesehatan,jgn sampe telat/lupa makan ya dan kurang\xc2\xb2in begadang'",jaga sampe makan begadang,2
438,2023-01-02 20:57:10,b'Apakah Anda ingin tahu bagaimana cara pemeriksaan kesehatan yang sebaiknya dilakukan pada setiap tahapan perkembangan bayi Anda? https://t.co/aNTzgAUGB6 #bayi #bayisehat',tahu bagaimana cara periksa sehat baik laku tahap kembang bayi,2
439,2023-01-02 20:57:01,"b'RT @blank0429: Baznas ingin Indonesia Tiru Malaysia Terapkan Kewajiban Berzakat\n-\nSetuju pak! Tapi sebelumnya TOLONG Tiru BBM, Listrik, Sem\xe2\x80\xa6'",baznas indonesia tiru malaysia terap wajib belum tiru bbm listrik,2
440,2023-01-02 20:56:22,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Gunungguruh#GrosirAlatKesehatanTerlengkapGunungguruh https://t.co/RrhDGC42yt'",grosir alat sehat lengkap,0
441,2023-01-02 20:56:10,b'Jual Alat Kesehatan  Ranggon #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat ranggon,0
442,2023-01-02 20:54:12,b'Babinsa Nglebur Serma Bambang Siswanto laksanakan kegiatan komunikasi sosial bersama warga desa binaannya himbau jaga kesehatan diri sendiri dan keluarga.\nSelasa (03-01-2023)\n@koramil06jiken \n@kodim0721blora https://t.co/DapWE2kz5V',babinsa nglebur serma bambang siswanto laksana giat komunikasi sosial sama warga desa bina himbau jaga sehat diri sendiri,2
443,2023-01-02 20:52:52,b'@BaseAnakFK Yaaaay mudblood. Bisa kok. Aku juga yang pertama terjun (di fkg) walau bukan yang pertama di bagian kesehatan soalnya ibuku dukun....tapi kamu pasti bisa kok. Semangat \xf0\x9f\x92\xaa\xf0\x9f\x92\xaa\xf0\x9f\x92\xaa',yaay mudblood kok aku pertama terjun bukan pertama bagi sehat soal ibu kamu kok semangat,2
444,2023-01-02 20:51:40,b'RT @maturewoman21: Hari ini available ya .. utk area pasming or mabes 1 slot ok lha... but area lain minimal 2 slot baru ready ya ... yuk d\xe2\x80\xa6',hari available utk area pasming or mabes slot lha but area minimal slot baru ready yuk,2
445,2023-01-02 20:51:17,"b'RT @dephiaphile: @ftychia Kalau para ibu disuruh menahan perasaannya terus dan malah diomelin ketika reach out lewat keluhan, ini berdampak\xe2\x80\xa6'",kalau ibu suruh tahan asa terus malah diomelin reach out lewat keluh,2
446,2023-01-02 20:51:10,b'#Kakeibo adalah cara mengatur #uang ala orang Jepang.\n\nBaca #buku ini akan mengubah hidup Anda secara drastis dan #kesehatan #finansial akan selalu terjaga.\n\n https://t.co/rIS4gqShcH #ShopeeID https://t.co/Jo4mu1alvR',cara atur ala orang ubah hidup drastis selalu,2
447,2023-01-02 20:50:53,"b'RT @citranarada: ""Ibu tak boleh lelah, Ibu tak boleh sakit, Ibu harus kuat.""\n\nKata siapa? Ibu kan juga manusia! \n\nhttps://t.co/HfTp9tzZZW'",ibu lelah ibu sakit ibu siapa ibu,2
448,2023-01-02 20:50:43,"b'@alatusify see you on top, nova. stay safe, tetep jaga kesehatan dan jangan sedih-sedih yaa!! will miss you :/ &lt;3'",see you on top nova stay safe tetep jaga sehat jangan will miss you,1
449,2023-01-02 20:50:34,b'Jual Alat Kesehatan  Paku Alam #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat paku alam,1
450,2023-01-02 20:49:49,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Geger Bitung#GrosirAlatKesehatanTerlengkapGegerBitung https://t.co/y37Hq9i3Uo'",grosir alat sehat lengkap geger,0
451,2023-01-02 20:49:05,b'RT @kompasiana: Kompleksitas kesehatan mental yang terdapat pada para ibu hingga kini terus menjadi pekerjaan rumah yang harus dipahami ole\xe2\x80\xa6',kompleksitas sehat mental dapat ibu hingga kini terus jadi kerja rumah paham,2
452,2023-01-02 20:45:48,b'[3] Tidur sangat baik untuk kesehatan anda. Disamping mengembalikan kondisi fisik dan pikiran ke top performa yang sesungguhnya',tidur sangat baik sehat samping kembali kondisi fisik pikir top performa sungguh,2
453,2023-01-02 20:45:30,b'Banyak Kalsium yg Beredar di Pasaran Memiliki Penyerapan (30-60% saja) Sehingga Menyebabkan Batu Ginjal &amp; Pengapuran #kesehatan',banyak kalsium edar pasar milik serap sebab batu ginjal kapur,2
454,2023-01-02 20:45:29,b'C_MichelleJKT48 Hai Michelle Dapat Salam For FantasticOF48 Jaga Kesehatan ya :D ^^ Arigato #24',hai michelle salam for fantasticof48 jaga sehat arigato,2
455,2023-01-02 20:44:58,b'Jual Alat Kesehatan  Leuwihideung #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat leuwihideung,0
456,2023-01-02 20:44:02,b'Satu Atau Dua Cangkir Teh Hijau Dalam Sehari Akan Sangat Baik Bagi Kesehatan Anda. #TehHijau #Teh #Sehat #Tubuh',satu cangkir teh hijau hari sangat baik sehat,2
457,2023-01-02 20:43:18,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Curugkembar#GrosirAlatKesehatanTerlengkapCurugkembar https://t.co/Db1d5Igc3z'",grosir alat sehat lengkap,0
458,2023-01-02 20:39:53,b'Semoga ibu selalu diberikan kesehatan dan umur panjang. Amin.. :)\xe2\x99\xa5',moga ibu selalu beri sehat umur panjang amin,2
459,2023-01-02 20:39:22,"b'RT @dishub_aceh: Untuk itu, Kepala Dinas Perhubungan Aceh, Teuku Faisal mengimbau kepada masyarakat yang melakukan perjalanan untuk tetap b\xe2\x80\xa6'",kepala dinas hubung aceh teuku faisal imbau masyarakat laku jalan tetap,2
460,2023-01-02 20:39:22,b'Jual Alat Kesehatan  Karang Pakuan #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat karang paku,2
461,2023-01-02 20:39:19,b'RT @dishub_aceh: Suasana Pelabuhan Ulee Lheue di penghujung tahun 2022. Seluruh stakeholder bekerja sepenuh hati memberikan pelayanan terba\xe2\x80\xa6',suasana labuh ulee lheue hujung tahun seluruh stakeholder kerja sepenuh hati beri layan,1
462,2023-01-02 20:36:47,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Cisolok#GrosirAlatKesehatanTerlengkapCisolok https://t.co/5woI34Uwap'",grosir alat sehat lengkap,0
463,2023-01-02 20:36:26,b'@bdngfess Bahaya bagi agama dan juga bahaya bagi kesehatan jiwa. https://t.co/EJzoYuU6nc',bahaya agama bahaya sehat jiwa,0
464,2023-01-02 20:35:10,"b'Tahun ini akan menjadi tahun yang cukup berat, proses tahapan akan menggapai titik puncak. Semoga selalu diberikan kesehatan, kelancaran, dan semangat juang yang sama.'",tahun jadi tahun cukup berat proses tahap gapai titik puncak moga selalu beri sehat lancar semangat juang sama,2
465,2023-01-02 20:35:02,"b'RT @0xAM00R: Besok kami bakalan update 3 scammers fams,,,siapkan energi kalian yah,terima kasih banyak untuk selalu support kami.jaga keseh\xe2\x80\xa6'",besok bakal update scammers energi kalian kasih banyak selalu support,2
466,2023-01-02 20:34:43,"b'RT @ElikNi: Penjelasannya paket komplit,...\nMembantu menambah pengetahuan sy, ternyata emosi yang kita produksi sendiri dan kiriman dr luar\xe2\x80\xa6'",jelas paket tambah tahu sy nyata emosi produksi sendiri kirim,2
467,2023-01-02 20:33:46,b'Jual Alat Kesehatan  Jatibungur #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat jatibungur,0
468,2023-01-02 20:33:41,b'Jely gamat adalah makanan kesehatan yang tidak berefek buruk bagi kesehatan apabila dikonsumsi bersamaan dengan  #socialmedia #srudukfollow',jely gamat makan sehat efek buruk sehat apabila konsumsi sama,2
469,2023-01-02 20:31:32,"b'@chaaloml @sweenpi semoga sponsor dan kedua orang tua nya selalu diberikan kesehatan, dimudahkan rezekinya, dan bahagia selalu. Aamiin'",moga sponsor dua orang tua nya selalu beri sehat mudah rezeki bahagia selalu aamiin,1
470,2023-01-02 20:31:28,b'Ka Cherly7uno jaga kesehatan yah.. ;)',ka cherly7uno jaga sehat yah,2
471,2023-01-02 20:31:22,"b'aku sayang bgt za sama km, gaboong, selalu pgn ngerawat km, pgn peluk km kalo km lagi cape. eh iya, km kalo lagi cape kan pasti minta dipeluk sini sini hug elmoo duluuu. Kamu harus jaga kesehatan yaa disana, lagi banjirr yaa aku takut km sakittt. Mam yg banyak minum vitamin jg ya'",aku sayang bgt za sama km gaboong selalu pgn ngerawat km pgn peluk km kalo km cape eh iya km kalo cape minta peluk sini sini hug elmoo duluu kamu jaga sehat yaa sana banjirr yaa aku takut km sakitt mam banyak minum vitamin jg,2
472,2023-01-02 20:31:19,b'hay princess kesayangan jaga kesehatan ya jangan sampai sakit Teens_Abel Teens_Paulina',hay princess sayang jaga sehat jangan sakit,2
473,2023-01-02 20:31:17,"b'#Pisces #Kesehatan: Jika dirasa badan sudah capai sebaiknya tak perlu dipaksa, cobalah untuk beristirahat sejenak.'",rasa badan capai baik perlu paksa coba istirahat jenak,2
474,2023-01-02 20:30:32,b'Jaga kesehatan ya fellychibi :D',jaga sehat fellychibi,2
475,2023-01-02 20:30:30,"b'Semua orang pasti ingin mempunyai kesehatan yang luar biasa. Dan tak jarang, banyak dari mereka mencari info bagaimana cara mempunyai fisik sehat melalui internet. \n\n#MedcomID \n\nhttps://t.co/IhdZKK9t04'",semua orang punya sehat luar biasa jarang banyak cari info bagaimana cara punya fisik sehat lalu internet,2
476,2023-01-02 20:30:13,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Cisaat#GrosirAlatKesehatanTerlengkapCisaat https://t.co/I1SGQAvjnv'",grosir alat sehat lengkap,0
477,2023-01-02 20:28:10,b'Jual Alat Kesehatan  Darmajaya #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat darmajaya,0
478,2023-01-02 20:27:22,"b'Kd gegampangan merintis, seberataan musti berkorban. Waktu, duit, tenaga.. bahkan kesehatan. Uyuh tapi rami, kkerhaa\xf0\x9f\x94\xa5'",kd gegampangan rintis rata musti korban waktu duit tenaga bahkan sehat uyuh rami,2
479,2023-01-02 20:26:54,"b'mau sampai kapan merusak kesehatan, hanya demi sebuah ketenangan.'",mau kapan rusak sehat buah tenang,1
480,2023-01-02 20:26:04,"b'salahkah kami sebagai anak menuntut kebebasan?,apa itu salah mah pah,segitu susah kalian memberi kepercayaan buat kita,kalian sadar ga sih klo kalian itu kelewatan, mau di bilang peduli tapi lebih nyakitin aku, kalian cuma mikirin keamanan aku, tanpa mikirin kesehatan mental kita'",salah anak tuntut salah mah susah kalian beri percaya buat sadar ga sih klo kalian lewat mau bilang peduli lebih nyakitin aku kalian cuma mikirin aman aku mikirin sehat mental,2
481,2023-01-02 20:24:29,"b'Doaku hari ini: Tuhan, terima kasih masih memberikan aku kesehatan tuk dpt menghabiskan waktu bersama mereka yg kusayang'",doa hari tuhan terima kasih beri aku sehat tuk dpt habis waktu sama sayang,2
482,2023-01-02 20:23:41,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Cireunghas#GrosirAlatKesehatanTerlengkapCireunghas https://t.co/JPlOmvA7i6'",grosir alat sehat lengkap,0
483,2023-01-02 20:22:32,b'Jual Alat Kesehatan  Cikeusi #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat cikeusi,0
484,2023-01-02 20:21:42,"b'@schfess Gizi, analis kesehatan, teknologi laboratorium medik, rekam medis, radiologi, kesmas, bidan,farmasi, kesling'",gizi analis sehat teknologi laboratorium medik rekam medis radiologi kesmas sling,2
485,2023-01-02 20:21:42,"b'@ButterCupdanie1 Setuju kak yg terpenting jaga kesehatan dan sering kontrol kesehatan. Gemuk itu jg gak selalu krn banyak makan. Ada hormon, faktor genetik dan proses metabolisme jg berperan di situ. Banyak org yg makannya normal tp mudah gemuk sedangkan yg makannya banyak jg banyak tdk gemuk2'",tuju kak penting jaga sehat sering kontrol sehat gemuk jg selalu banyak makan hormon faktor genetik proses metabolisme jg peran situ banyak org makan normal tp mudah gemuk makan banyak jg banyak gemuk2,2
486,2023-01-02 20:17:37,b'@detikcom Padahal ada BPJS Kesehatan',padahal bpjs sehat,2
487,2023-01-02 20:17:18,"b'@rizalkun1992    Hi First People. Mohon ditunggu update dari tim kami ya. Terima kasih sudah berlangganan First Media, jaga kesehatan dan sehat selalu ya Bapak/Ibu. Tks ^AVI'",hi first people mohon tunggu update tim terima kasih langgan first media jaga sehat sehat selalu tks,2
488,2023-01-02 20:17:11,b'Untuk info produk lebih lanjut dan info info kesehatan lainnya bisa kunjungi official blog kami di :\n\nhttps://t.co/y3d3csuG84',info produk lebih lanjut info info sehat lain kunjung official blog,2
489,2023-01-02 20:17:07,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Ciracap#GrosirAlatKesehatanTerlengkapCiracap https://t.co/78mX6vFuWK'",grosir alat sehat lengkap,0
490,2023-01-02 20:16:54,b'Jual Alat Kesehatan  Cieunteung #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat cieunteung,0
491,2023-01-02 20:16:33,b'Hai ci @N_ShaniJKT48 miss you so bad jaga kesehatan ya ci \xf0\x9f\xa5\xba\xf0\x9f\xa4\x8d\xe2\x9c\xa8',hai ci miss you bad jaga sehat ci,2
492,2023-01-02 20:15:45,"b'demi apapun gue takut banget sama kesehatan gue\xe2\x80\xa6 gue tuh bener bener kebalik bgt jam tidurnya\xe2\x80\xa6 gue sekarang kyk KONSISTEN tidur diatas jam 3 pagi\xe2\x80\xa6 kyk udh sebulan gue gini, gue takut bgt, gmn cara stopnya yaAllah, apa harus punya temen sleepcall? (im kidding) (maybe im not) \xf0\x9f\x99\x82'",apa gue takut banget sama sehat gue tuh bener bener balik bgt jam gue sekarang kyk konsisten tidur atas jam kyk udh bulan gue gin gue takut bgt gmn cara stop yaallah apa punya temen sleepcall im,2
493,2023-01-02 20:15:28,b'#Kalsium AA-Ca (NHCP) bersifat netral sehingga tidak mengganggu saluran pencernaan terutama lambung #KESEHATAN',sifat netral ganggu salur cerna utama lambung,2
494,2023-01-02 20:15:24,b'C_MichelleJKT48 Hai Michelle Dapat Salam For FantasticOF48 Jaga Kesehatan ya :D ^^ Arigato #23',hai michelle salam for fantasticof48 jaga sehat arigato,2
495,2023-01-02 20:14:34,"b'Tidak ada yg lebih\nberharga dari sebuah\nkeluarga, sahabat dan\nkesehatan.'",sahabat,1
496,2023-01-02 20:12:52,b'Balas :\nJanganlah sering begadang\nKarna bisa mengganggu kesehatan\nKabarku baik-baik saja sayang\nAku menjawab dengan kerinduan\n______________________',balas sering ganggu jawab,2
497,2023-01-02 20:11:16,b'Jual Alat Kesehatan  Ungkal #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat ungkal,0
498,2023-01-02 20:10:35,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Cimanggu#GrosirAlatKesehatanTerlengkapCimanggu https://t.co/wAAeSRff1W'",grosir alat sehat lengkap,0
499,2023-01-02 20:09:56,"b'Yakni cinta, kesehatan, dan kemapanan'",cinta sehat mapan,1
500,2023-01-02 20:07:53,"b'@convomfs Masih bisa napas hingga sampai saat ini, dikasih kesehatan, kekuatan biar bisa ngadepin dunia tipu-tipu ini.'",napas hingga kasih sehat kuat biar ngadepin dunia,1
