,text,cleanTweet,emotion,Dominant_Topic,Perc_Contribution,Topic_Keywords
244,"b'Manusia adalah objek menarik untuk dipelajari\n""Alam memberikan kita kedua mata,kedua telinga dan satu lidah agar lebih banyak mendengar dan memperhatikan daripada berbicara"" -socrates-'",manusia objek tarik beri dua telinga satu lidah lebih banyak dengar perhati bicara,2,11,0.6063,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
245,b'@jpnncom Mereka para pengikut Firaun :\n- Musrik menduakan Tuhan apa lagi lebih dari itu.\n- Munafik berbicara bohong berjanji tak di tepati di beri amanah tak bertanggung jawab.\n- Kafir engga percaya sama Rosululloh sebagai pengemban amanah Tuhan Yang Maha Esa rahmat bagi seluruh alam.\xf0\x9f\x98\x87',ikut firaun musrik dua tuhan apa lebih munafik bicara bohong janji tepat beri amanah tanggung kafir engga percaya sama rosululloh emban amanah tuhan maha esa rahmat seluruh,2,11,0.5423,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
246,b'@pakaipeci Pembangunan yg TDK menjaga / memperhatikan keseimbangan Alam dampaknya akan seperti ini',bangun jaga perhati imbang alam dampak,2,11,0.4295,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
247,b'@bdleonanda Alam semesta di luar bumi hampa udara yg sangat luas dgn berbagai jenis radiasi galaksi.Bumi di alam semesta identik debu kecil di gurun pasir.Segala kejadian alam semesta sulit prediksi apalagi menebak berhenti mengembang.\nManusia tidak mampu mengatur bumi apalagi alam semesta',alam semesta luar bumi hampa udara sangat luas bagai jenis radiasi alam semesta identik debu kecil gurun jadi alam semesta sulit prediksi tebak henti mampu atur bumi alam semesta,2,9,0.773,"alam, semesta, ada, fakta, wisata, dunia, orang, jadi, aku, cipta"
248,"b'RT @hymnofhavoc: #yoshiden prompt \n\n\xf0\x9d\x90\x82\xf0\x9d\x90\x80\xf0\x9d\x90\x8f\xf0\x9d\x90\x93\xf0\x9d\x90\x88\xf0\x9d\x90\x95\xf0\x9d\x90\x80\xf0\x9d\x90\x93\xf0\x9d\x90\x84\xf0\x9d\x90\x83\nkata orang, yoshida dan denji ibarat dua kutub yang berbeda.\n\n\xe2\x80\x94\n\ntapi, bukankah sudah hukum\xe2\x80\xa6'",prompt orang yoshida denji ibarat kutub bukankah,2,9,0.2849,"alam, semesta, ada, fakta, wisata, dunia, orang, jadi, aku, cipta"
249,b'Alam ? Aku Cinta !!!',alam aku cinta,2,3,0.2631,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
250,"b'RT @Bianisme: @convomfs Tidak perlu kejadian apa\xc2\xb2 untuk percaya bahwa Allah itu ada, cukup beriman dgn satu ayat ini \n\n\xd8\xa7\xd9\x84\xd8\xb3\xd8\xaa \xd8\xa8\xd8\xb1\xd8\xa8\xd9\x83\xd9\x85 \xd9\x82\xd8\xa7\xd9\x84\xd9\x88\xd8\xa7 \xd8\xa8\xd9\x84\xd9\x89\xe2\x80\xa6'",perlu jadi percaya allah cukup iman satu ayat,1,8,0.2805,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
251,b'Baru saja mengirim foto @ Bakti Alam - Purwosari Pasuruan https://t.co/X51NLIPzha',baru kirim foto bakti alam purwosari pasuruan,2,8,0.3783,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
252,b'CERITA DARI ALAM BARZAKH (PART 2) | MEREKA YANG MENYAKSIKAN AZAB KUBUR &gt;&gt; https://t.co/l0ymcXseA3 \n#KisahAzabKubur #Cerita #alambarzakh #azakubur #azabalamkubur #11',cerita alam barzakh saksi azab kubur,1,3,0.2251,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
253,"b'RT @widjokongko: P.Bengkalis dll akan hilang terabrasi. Proses awalnya: deforestasi, alih guna lahan shg Peat-slide,Bog burst. Kelola alam\xe2\x80\xa6'",hilang abrasi proses deforestasi alih lahan shg burst kelola,2,8,0.2681,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
254,"b'kata orang anugerah, kata gue ini kutukan. ga ada enak enaknya berusan sama alam gaib itu.'",kata orang anugerah kata gue kutu ga enak enak berus sama alam gaib,2,8,0.6049,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
255,"b'Alam dan kehidupan seperti gema. Ia akan memantulkan kembali apa yang kita berikan, dalam jumlah berlipat-lipat lebih banyak.'",alam hidup gema pantul apa ikan jumlah lebih banyak,1,3,0.4086,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
256,"b'Dan di film ini kelihatan juga sifat jahat dan serakahnya manusia, merasa paling benar dan merasa superior dengan segala teknologinya tanpa memikirkan keseimbangan alam.'",film lihat sifat jahat serakah manusia rasa paling benar rasa superior segala teknologi pikir imbang alam,2,11,0.6413,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
257,"b'dunia itu jahat, yg baik cuma keluargaku saja\xf0\x9f\x99\x8f kek seberapa besar mereka buat aku mangkel tp alam bawah sadarku gabisa membenci mereka, aku swayang bgt, mksi\xf0\x9f\x99\x8f https://t.co/FuFVS6ZPsT'",dunia jahat baik cuma keluarga kek berapa besar buat aku mangkel tp alam bawah sadar gabisa benci aku swayang bgt,2,3,0.431,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
258,"b'\xef\xb8\x8e\xef\xb8\x8e\nSelain itu, konsep untuk novel Hujan ini sudah cukup menarik. Mulai dari bencana alam hingga teknologi canggih pada kisah ini. Mungkin, jika penulisan romansa antara Lail dan Esok diperbaiki lagi dan memperbanyak membahas teknologi dunia ini aku akan lebih menyukainya\n\xef\xb8\x8e\xef\xb8\x8e'",konsep novel hujan cukup tarik mulai bencana alam hingga teknologi canggih kisah mungkin tulis romansa lail esok baik banyak bahas teknologi dunia aku lebih,2,9,0.6767,"alam, semesta, ada, fakta, wisata, dunia, orang, jadi, aku, cipta"
259,"b'RT @koh_alien: Pantesan cengengesan bilang tak ada beban, lha wong rakyat yg dibebani terus kok, sampai kapan rakyat bertahan?\n\nhttps://t.c\xe2\x80\xa6'",pantesan cengengesan bilang beban lha wong rakyat beban terus kok kapan rakyat,2,18,0.2924,"selalu, rakyat, allah, alam, kubur, lacur, tahu, maha, adil, ilmu"
260,"b'@sijeuniimo Tapi dari kpop malah jadi muncul gerakan2 kaya pelestarian alam, membantu sesama dll yg mana saat ""agama"" Mereka yg menganjurkan tapi ga di lakukan tapi ketika ada gerakan dari ""role model"" Mereka malah mereka jadi mau melakukannya. Dan hal ini nyata walaupunnn kalo buat sebagian'",kpop malah jadi muncul gerakan2 kaya lestari alam bantu sama mana agama anjur ga laku gera role model malah jadi mau laku nyata walaupunn kalo buat bagi,2,3,0.6519,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
261,"b'Efek Samping Jamu Wahyu Sejati\nKarena diracik dari ramuan alam, jamu ini tidak mengandung efek samping. Gejala yang kebanyakan dialami setelah minum jamu ini adalah NAFSU MAKAN BERTAMBAH.'",efek samping jamu wahyu racik ramu alam jamu kandung efek samping gejala banyak alami minum jamu nafsu makan tambah,2,8,0.3825,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
262,"b'@sijeuniimo Kaya misal kalo muslim itu atau seluruh umat beragama itu pasti diajarkan untuk berbuat kebaikan, tidak boleh merusak alam. Nyatanya banyak yg mereka menjadi bagian dari agama/keyakinan tertentu malah merusak alam atau tidak mengindahkan ajaran dari agama/keyakinan yg dianut'",kaya misal kalo muslim seluruh umat agama ajar buat baik rusak alam nyata banyak jadi bagi tentu malah rusak alam indah ajar anut,2,3,0.7349,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
263,"b'Nechuk toqat qilay, do\xe2\x80\x98stlar, bu dard ila bo\xe2\x80\x98lub hayron,\nG\xe2\x80\x98amim boshqa, alam boshqa, yuragimni fig\xe2\x80\x98on o\xe2\x80\x98rtar.\nMeni bexonumon tinmay kuyub har dam firoqingda,\n\xe2\x80\x9cNigoro!\xe2\x80\x9d deb oting aytsamki, shavqingdin zabon o\xe2\x80\x98rtar.'",nechuk toqat qilay bu dard ila boshqa alam boshqa yuragimni bexonumon tinmay kuyub har dam deb oting aytsamki shavqingdin zabon,2,19,0.2139,"baka, assalam, nikmat, gaji, bulan, walaikum, kona, gemes, main, puncak"
264,b'*Semua itu akan menjadi luka dan akan tertanam di alam bawah sadarmu.',jadi luka tanam alam bawah sadar,2,3,0.346,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
265,"b'Karena gue percaya kebaikan itu hukum tabur tuai, bukan maksud pamrih pengen dibales sama orang yang gue kasih kebaikan, bukan\nTapi gue percaya Tuhan dan alam menjaga hal hal baik itu kembali kepada yang memberi, bisa lewat apa aja dan mana aja\xf0\x9f\x92\x93 https://t.co/Vjnxmd9e1H'",gue percaya baik hukum tabur tuai bukan maksud pamrih ken dibales sama orang gue kasih baik gue percaya tuhan alam jaga baik beri lewat apa aja mana,2,3,0.3933,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
266,"b'Umur 12, Kei masih sibuk pamerin papa mama itu ownernya alam semesta'",umur kei sibuk pamerin papa mama ownernya alam semesta,2,9,0.5068,"alam, semesta, ada, fakta, wisata, dunia, orang, jadi, aku, cipta"
267,b'dameng alam\xf0\x9f\x98\x9e https://t.co/xV7XB3uNra',dameng,1,0,0.05,"alam, sang, raya, selamat, bukan, hai, ka, bhi, me, se"
268,b'@tanyarlfes sepertnya hukum alam \xf0\x9f\xa4\xaa',sepertnya hukum alam,2,3,0.2123,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
269,"b'Kala itu, binar rembulan menyinari alam. Di balik bangunan itu, menjadikan awal perjumpaan. Akal dan batin berperang merebutkan tutur kata. Desir angin malam lalu lalang di tengah kesunyian. Tidak banyak berdialog, namun pantas untuk di kenang.'",kala binar rembulan sari alam balik bangun jadi awal jumpa akal batin perang rebut tutur kata desir angin malam lalu lalang tengah sunyi banyak dialog pantas kenang,2,8,0.5615,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
270,"b""Let's say saat kecil kamu tidak pernah di apresiasi sama sekali, selalu di banding-bandingkan dan selalu dimarahi ketika kamu tidak sesuai ekspektasi orang tuamu. Semua itu akan luka dan tertanam di alam bawah sadarmu hingga ketika kamu tumbuh besar kamu haus dan selalu mencari\xe2\x80\x94""",say kecil kamu pernah apresiasi sama sekali selalu selalu marah kamu sesuai ekspektasi orang tua semua luka tanam alam bawah sadar hingga kamu tumbuh besar kamu haus selalu,2,3,0.3716,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
271,"b'Tujuan utama Astrofisika di NASA adalah mengetahui bgmn alam semesta berkembang dari awal sampai saat ini, serta mencari planet spt Bumi.'",tuju utama astrofisika nasa tahu alam semesta kembang awal cari planet spt bumi,2,9,0.5436,"alam, semesta, ada, fakta, wisata, dunia, orang, jadi, aku, cipta"
272,b'Ada saat di dalam hidup \nketika k\xc3\xa0mu sangat merindukan seseorang  sehingga ingin hati menjemputnya di alam mimpi dan memeluknya di alam nyata  setiap hari aku cinta kamu',hidup sangat rindu orang hati jemput alam mimpi peluk alam nyata hari aku cinta kamu,1,3,0.6287,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
273,b'terciptanya manusia dan alam semesta berlapis lapis dimensi berarti terjadi pemisahan frekuensi teramat jauh dengan alpha omega yang hanya bisa menyatakan ketiadaanNYA menggunakan manusia sebagai spesies puncak',cipta manusia alam semesta lap lapis dimensi arti jadi pisah frekuensi amat jauh alpha omega nyata tiada guna manusia spesies puncak,2,1,0.4361,"aku, alam, tu, makan, bayar, ni, lah, je, kira, rezeki"
274,b'Hukum alam setiap manusia',hukum alam manusia,0,3,0.2915,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
275,b'Tidak ada yang bisa memastikan apa yang akan alam lakukan kepada kita.',pasti apa alam laku,2,3,0.26,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
276,"b'\xe2\x80\x9cCinta adalah anugrah terindah yang menjadi sebab terlahirnya kita ke alam dunia, hargai dan jagalah ketulususan dan ke sucian cinta.\xe2\x80\x9d'",anugrah indah jadi lahir alam dunia harga jaga ketulususan suci,2,3,0.2827,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
277,b'@AmmarGill Kelakuan anak Griya Alam Sentosa \xf0\x9f\xa5\xb2',laku anak griya alam sentosa,2,3,0.1856,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
278,"b'peristiwa big bang itu jagat gumelar , alam semesta yang berlapis lapis dimensi tercipta secara bertahap tahap , artinya dari ketiadaan frekuensi 0 hertz bermunculan apapun yang ada dengan frekuensi berbeda beda'",peristiwa big bang jagat gumelar alam semesta lap lapis dimensi cipta tahap tahap arti tiada frekuensi hertz muncul apa frekuensi beda beda,1,1,0.579,"aku, alam, tu, makan, bayar, ni, lah, je, kira, rezeki"
279,"b'@dewionefav Selamat pagi Kak. Mohon maaf atas ketidaknyamanannya, saat ini perjalanan dengan KA sudah mulai normal kembali imbas gangguan alam.Terima kasih.'",selamat pagi kak mohon maaf atas ketidaknyamanannya jalan ka mulai normal imbas ganggu kasih,2,0,0.332,"alam, sang, raya, selamat, bukan, hai, ka, bhi, me, se"
280,"b'belajar dari alam, semut aja gotong royongggggggggg'",ajar alam semut aja gotong royongg,2,11,0.4385,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
281,"b'@jlfkrrr @xgeedorah beli sagu di pagar alam, kejauhan\xe2\x80\xa6 yaaaaaa'",beli sagu pagar alam yaa,2,8,0.3322,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
282,"b'RT @DagangNestapa__: Ketika Sultan Muhammad Kanzul Alam menaiki takhta kerajaan Brunei, sultan Terengganu telah menghadiahkan seekor harima\xe2\x80\xa6'",sultan muhammad kanzul alam naik takhta raja brunei sultan terengganu hadiah ekor,2,5,0.2259,"anak, kau, atas, hidup, alam, balik, naik, semua, ayam, kota"
283,"b'@tanyakanrl Basic skincare and make up. Tapi klo mepet yg kebangetan mending beli at least basic make up aja, trs kalau skincare bisa pake cara alami pake bahan alam'",basic skincare and make up klo mepet banget mending beli at least basic make up aja trs kalau skincare pake cara alami pake bahan alam,2,15,0.5985,"alam, tahun, shah, tutup, dekat, kena, je, ni, biasa, kat"
284,b'RT @kibooooonya5: sesi ngomongin isi dunia dan alam semesta https://t.co/ZwZpZekkx5',sesi ngomongin isi dunia alam semesta,2,9,0.1659,"alam, semesta, ada, fakta, wisata, dunia, orang, jadi, aku, cipta"
285,b'@davletovuz Shu yamanam Alam qiladi Anerikano kafuchino uchganman lek expresoo ichmaganman Family Parkga borib ichishim kerak Juda Alam qiladi',shu yamanam alam qiladi anerikano kafuchino uchganman lek expresoo ichmaganman family parkga borib ichishim kerak juda alam qiladi,2,9,0.2019,"alam, semesta, ada, fakta, wisata, dunia, orang, jadi, aku, cipta"
286,b'@ndagels Susah si kalau udah penyakit cuek sm alam!!!',susah si kalau udah sakit cuek sm,2,8,0.4303,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
287,b'Makan besar https://t.co/1zWN5POVxh',makan besar,2,4,0.1461,"alam, besar, bencana, banjir, politik, murni, na, sekali, jelas, faktor"
288,b'RT @mikadongaku22: KSP SIAP KAWAL 5 AGENDA PRIORITAS JOKOWI\n\nKSP @Dr_Moeldoko menyampaikan di 2023 @KSPgoid  akan fokus mengawal agenda pri\xe2\x80\xa6',ksp siap kawal agenda prioritas sampai fokus awal agenda,1,18,0.4451,"selalu, rakyat, allah, alam, kubur, lacur, tahu, maha, adil, ilmu"
289,b'RT @msaid_didu: Sememtara negara lain membatasi',sememtara negara batas,1,4,0.1369,"alam, besar, bencana, banjir, politik, murni, na, sekali, jelas, faktor"
290,"b'Yang perlu disempurnakan adalah jiwa kita, yang terlihatnya itu nanti di alam lain xixixixi surpriseeee siapa yang paling bersinar ya jiwanya?'",perlu sempurna jiwa lihat alam xixixixi surprisee siapa paling sinar jiwa,0,9,0.4025,"alam, semesta, ada, fakta, wisata, dunia, orang, jadi, aku, cipta"
291,"b'Nanti di alam lain, kita dapat wadah baru yang sesuai dengan amalan yang dibawa ruh kita.'",alam wadah baru sesuai amal bawa ruh,2,3,0.4538,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
292,"b'@nan_priatna @bob_ichsan @jadid_amar @yunartowijaya China itu seperti PARASIT bagi Indonesia. Menumpang tapi Menggerogoti Alam dan Kekayaan Indonesia. Membahayakan. Apalagi China yg berbau Komunis, Misi Tambahannya ingin Mengganti Pancasila dgn Paham Komunis.'",china parasit indonesia tumpang gerogot alam kaya indonesia bahaya china bau komunis misi tambah ganti pancasila paham komunis,2,14,0.5146,"alam, malam, memang, paling, rindu, benar, seluruh, ni, makan, beda"
293,b'RT @Gagak_Rimang_: KSP @Dr_Moeldoko menyampaikan di 2023 akan fokus mengawal lima agenda yg menjadi prioritas Presiden Jokowi.\nBeliau meneg\xe2\x80\xa6',ksp sampai fokus awal lima agenda jadi prioritas presiden,2,18,0.4705,"selalu, rakyat, allah, alam, kubur, lacur, tahu, maha, adil, ilmu"
294,"b'Jangan pernah berhenti bersyukur, karena hidup adalah anugrah dan bisa melihat keindahan alam adalah bonus untuk kita dari Yang Maha Kuasa #pendaki #indonesia #marimendaki #pendakiangunung'",jangan pernah henti syukur hidup anugrah lihat indah alam bonus maha kuasa,2,2,0.3999,"alam, ko, ibu, sangat, musim, pandang, ikan, cari, dapat, sedih"
295,b'Kebahagiaan dalam melihat dan memahami merupakan anugerah terindah alam.',bahagia lihat paham rupa anugerah indah alam,2,11,0.4194,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
296,b'RT @AroobaAjmal20: RIP PDM\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nImran Riaz On Fire\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n #\xd8\xb3\xd8\xa7\xd8\xb2\xd8\xb4\xdb\x8c\xd9\x88\xda\xba_\xd8\xb3\xdb\x92_\xd9\x86\xd8\xac\xd8\xa7\xd8\xaa_\xda\xa9\xd8\xa7_\xd8\xb3\xd8\xa7\xd9\x84\nFaiz Hameed\nAdil Raja https://t.co/psbXf1GMPE',rip riaz on raja,1,6,0.2298,"alam, harap, raja, sama, lagu, liar, a, semesta, kemenkumham, gelar"
297,"b'Juugo Mempunyai energi Alam Jahat yang Berasal dari Gua Naga,Sehingga Dia Sering mengamuk #NNSIAfact'",juugo punya energi alam jahat asal gua sering amuk,2,3,0.472,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
298,"b""Sempet mikir ttg hidupku kmaren2. Mikir pragmatis harusnya enaknya gini gitu. Idealnya gini gitu blabla..\nNaif banget saya, ngerasa alam harus dikit2 ideal buat saya.\n\nI try to not dwell in the past &amp; focus on living fully in the present. and now i'm happier than ever \xf0\x9f\x98\x8a""",mikir ttg hidup kmaren2 mikir pragmatis harus enak gin gitu ideal gin gitu banget ngerasa alam dikit2 ideal buat try to not dwell in the past focus on living fully in the present and now happier than ever,2,1,0.6789,"aku, alam, tu, makan, bayar, ni, lah, je, kira, rezeki"
299,b'@MIS8132 wa alaikum aslam',wa alaikum aslam,2,0,0.1425,"alam, sang, raya, selamat, bukan, hai, ka, bhi, me, se"
300,"b'RT @bppmbalairung: [KAJIAN]\n\nZaman Mogok di Yogyakarta, 1915\xe2\x80\x931921\n\nKebijakan ekonomi liberal yang diberlakukan Pemerintah Belanda pada 1870\xe2\x80\xa6'",mogok yogyakarta ekonomi liberal laku perintah belanda,2,17,0.3488,"alam, ekonomi, tengah, gw, bencana, rumah, bantu, target, aja, kerja"
301,"b'Sedih tengok keadaan Jakel shah alam\xe2\x80\xa6 setiap kali lalu situ I akan teringat moment beli kain utk wedding, akan senyum throwback\xe2\x80\xa6 bila tengok sekarang rasa mcm nak nangis\xe2\x80\xa6.'",sedih tengok ada jakel shah kali lalu situ i ingat moment beli kain utk wedding senyum bila tengok sekarang rasa mcm nak,1,11,0.6661,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
302,"b'belajar dari alam, semut aja gotong royonggggggggg'",ajar alam semut aja gotong royongg,2,11,0.4382,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
303,b'@mahtaba71918801 Alam Bhai kis baat se naraj ho? Haldwani? Mai govt ka wahan bhi support nhi kar rha ..bur encroachment hai ye apko bhi pata hai.  But Delhi me bhi encroachment area me ghar basaya gya.. govt ne approved kiya tha ....toh haldwani me bhi ho sakta. SC ka darwaja khula hai.',alam bhai kis baat se naraj ho haldwani mai govt ka wah bhi support nhi kar rha bur encroachment hai ye apko bhi pata hai but delhi me bhi encroachment area me ghar basaya gya govt ne approved kiya tha haldwani me bhi ho sakta sc ka darwaja khula hai,2,0,0.7951,"alam, sang, raya, selamat, bukan, hai, ka, bhi, me, se"
304,b'Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide',wisata alam curug nglarangan jogja traveling guide,2,4,0.4354,"alam, besar, bencana, banjir, politik, murni, na, sekali, jelas, faktor"
305,b'@mahtaba71918801 Kis topic pe counter kar rahe app mujhe? Dekho mai kisi govt ka supporter nahi hoon na mai godu media se hoon.\nMundra port pe jo bhi hua ye sabko pata hai ...aur mai apko clearly bata dun congress bhi yahi karti . \nNo loan was wave off Alam bhai ...RTI karwa lo app.',kis topic pe counter kar rahe app mujhe dekho mai kisi govt ka supporter nahi hoon na mai godu media se port pe jo bhi hua ye sabko pata hai aur mai apko clearly bata dun congress bhi yahi karti loan was wave off alam bhai rti karwa lo app,1,0,0.7454,"alam, sang, raya, selamat, bukan, hai, ka, bhi, me, se"
306,"b'RT @your_aideeen: \xe2\x80\x94 \xf0\x9d\x91\xab\xf0\x9d\x92\x86\xf0\x9d\x92\x93\xf0\x9d\x92\x82\xf0\x9d\x92\x8f\xf0\x9d\x92\x82\n\nnct lokal au (Haechan, Mark ft. Johnny)\n\nManusia tahu bahwa alam semesta dengan hukumnya telah mengikat takdir\xe2\x80\xa6'",lokal au mark ft tahu alam semesta hukum ikat,2,3,0.3796,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
307,b'Gue: *merem hampir masuk alam mimpi*\nRasi: SEMUANYAAAA *nyanyi back to december*\n\nGue langsung melek \xf0\x9f\xa4\x9c',hampir masuk alam semuanyaa back to langsung melek,2,14,0.3058,"alam, malam, memang, paling, rindu, benar, seluruh, ni, makan, beda"
308,"b'Stoisisme bilang kalau kita terlalu mengkhawatirkan sesuatu yang gak bisa kita kontrol itu adalah tindakan yang gak rasional dan melawan hukum alam. Jadi kalo lu masih mengharapkan dia yang emang ngga suka sama lu yaa lepasin aja, karna itu diluar kontrol lu. Wkwkwk'",stoisisme bilang kalau terlalu khawatir kontrol tindak rasional lawan hukum alam jadi kalo lu harap emang ngga suka sama lu yaa lepasin aja karna luar kontrol lu wkwkwk,2,8,0.7018,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
309,b'@SarfrazzPMLN Kpk \nSy \n1\n Noor Alam lota \n2 \nEngr faheem\n3\nNasir Musazai',kpk noor alam lota musazai,0,8,0.1996,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
310,"b'RT @La_FarEast: Jam 2.04pm. Pejabat imigresen, Utc shah alam. Maybe depa pakai jam ikut suka hati\xf0\x9f\x98\x82 https://t.co/uNzSU7Lt1U'",jam jabat imigresen utc shah alam maybe depa pakai jam ikut suka,2,10,0.4912,"alam, waktu, hulu, shah, januari, masuk, jam, sepang, mas, rawang"
311,"b'""Peran agama sesungguhnya membuat orang sadar akan fakta bahwa dirinya bagian dari umat manusia dan alam semesta.""\n\n#QUOTESGUSDUR'",peran agama sungguh buat orang sadar fakta diri bagi umat manusia alam,2,3,0.5148,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
312,b'@loveadeuna keknya lato jadi pengusaha alam semesta',kek lato jadi usaha alam semesta,2,8,0.2636,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
313,"b'Salam Sejahtera dari alam, semoga Tuhan memberkati kita semua dan diberikan perlindungannya'",salam sejahtera alam moga tuhan kati semua beri lindung,2,11,0.2902,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
314,"b'otw ke alam mimpi buat ketemuan sama mark lee, dadah muts'",otw alam mimpi buat ketemu sama mark lee dadah muts,2,3,0.4765,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
315,"b'@u54m41 @JSedoe Kita Berperilaku Adil Pada Diri Sendiri.dengan ,Tahu Posisi diri,Kita nggak ingin Dibohongi ya jangan bohongi orang..Kita nggak ingin Susah...ya jangan bikin  sudah\nOrang lain .\nBerbaik Pada orang lain.\nAlam udara pun  BERBAiK.\nPada Kita*****************'",perilaku adil diri tahu posisi bohong jangan bohong jangan bikin orang udara,1,2,0.4079,"alam, ko, ibu, sangat, musim, pandang, ikan, cari, dapat, sedih"
316,b'Apa kalian percaya mitos tentang hal-hal yang berada di alam liar (mungkin salah satunya gunung) ?',apa kalian percaya mitos ada alam liar salah satu,2,3,0.3762,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
317,"b'Cinta aku ke kamu itu kaya sumber daya alam, bakalan selalu ada dan terus diperbaharui'",cinta aku kamu kaya sumber daya alam bakal selalu terus baharu,2,3,0.5744,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
318,"b'\xe2\x80\x9cSeumpama rumput yang menarikan alam, manusia pun menjaganya. Seumpama hati yang saling berbagi, persahabatan pun semakin terjaga.\xe2\x80\x9d'",rumput tari alam manusia jaga umpama hati saling bagi sahabat makin,2,3,0.531,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
319,"b'Kamu tahu nggak, kalau aura kamu positif, positif terhadap hidup, pasti alam juga akan mendukung dan setuju sama kamu. #BRORIVAICenter'",kamu tahu kalau aura kamu positif positif hidup alam dukung tuju sama kamu,2,3,0.5856,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
320,b'RT @NKBTHI__: Rindu paling berat adalah rindu beda alam ditengah malam saat hujan.',rindu paling berat rindu beda alam tengah malam hujan,0,14,0.5278,"alam, malam, memang, paling, rindu, benar, seluruh, ni, makan, beda"
321,b'Apa dampak ekonomi jika Indonesia menutup semua bisnis/industri perkebunan sawit demi kelestarian alam dan orangutan ?  Sdgkan pemasukan Negara dari Sawit sangat besar.\n\nPerlu pemikiran para Aktivis dan Sjw @GreenpeaceID https://t.co/i0Fae9kkEk',apa dampak ekonomi indonesia tutup semua kebun sawit lestari alam orangutan sdgkan pasu negara sawit sangat pikir aktivis sjw,2,3,0.2635,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
322,b'@twtshah_alam Berebut nk byr je tuu \xf0\x9f\x98\x81',rebut nk byr je tuu,2,12,0.2275,"jangan, tu, kalau, alam, tinggal, jadi, ni, masuk, nak, tidur"
