,datetime,text,cleanTweet,emotion
520,2023-01-02 13:21:39,"b'@tanyakanrl Kalau aku jd kamu nder, tetep nekat daftar kuliah ehe ga maksud gmn sih, tp pendidikan penting juga'",kalau aku jd kamu nder tetep nekat daftar kuliah ehe ga maksud gmn sih tp didik penting,2
521,2023-01-02 13:20:40,"b'Pendidikan bukan persiapan untuk hidup, pendidikan adalah kehidupan itu sendiri. (John Dewey)'",didik bukan siap hidup didik hidup sendiri,1
522,2023-01-02 13:18:57,"b'Hahahaa imagine dgn hal ini bakel berdampak juga ke dunia pendidikan, alias brooo sabtu kuliahhh\xf0\x9f\x92\x80\xf0\x9f\x99\x82 https://t.co/fuZ4AxYi3K'",hahahaa imagine bakel dampak dunia didik alias broo sabtu,2
523,2023-01-02 13:18:32,b'\xef\xb8\x8f\xef\xb8\x8f\xef\xb8\x8f\n\xef\xb8\x8f\xef\xb8\x8f\xef\xb8\x8f\xef\xb8\x8f\n\xef\xb8\x8f\nInilah pentingnya pendidikan untuk segala kalangan. Agar otak mereka berkembang dan dapat bekerja. Hal ini benar-benar membuatku frustasi. Percuma saja menggeram kesal apabila tidak kutangani sendiri.\n\nJas luaran dikenakan dengan tergesa-gesa. \n\xef\xb8\x8f\n\xef\xb8\x8f\xef\xb8\x8f\xef\xb8\x8f\xef\xb8\x8f\n\xef\xb8\x8f',penting didik segala kalang otak kembang kerja buat frustasi percuma geram kesal apabila tangan luar kena,2
524,2023-01-02 13:18:12,b'Saka Adhyasta Pemilu Purbalingga Gelar Pendidikan Dan Pelatiha #PramukaJateng https://t.co/BULneHtyk6',saka adhyasta milu purbalingga gelar didik pelatiha,0
525,2023-01-02 13:17:55,b'RT @FakhitahHussin: Buat bisnes zaman uni tapi simpanan YILEK!!\xf0\x9f\x98\xa9 Korang still muda. Please simpan min 10% komisen dalam bentuk emas.\n\nPenti\xe2\x80\xa6',buat bisnes zaman uni simpan korang still muda please simpan min komisen bentuk,2
526,2023-01-02 13:17:40,b'https://t.co/FlFAyLZUli jasa #landingpage lembaga pendidikan kursus dan les private',jasa lembaga didik kursus les private,2
527,2023-01-02 13:17:35,"b'Menurut Koordinator Nasional Jaringan Pemantau Pendidikan Indonesia (JPPI), Ubaid Matraji, sistem zonasi sebenarnya menawarkan keadilan baru. Tetapi ide ini dianggapnya carut-marut lantaran kualitas sekolah tak merata.\n\n#specialreport\n\nhttps://t.co/DWr8DptIr4'",koordinator nasional jaring pantau didik indonesia ubaid matraji sistem zonasi benar tawar adil baru ide anggap lantar kualitas sekolah,2
528,2023-01-02 13:17:34,b'Dinas Pendidikan DKI menyadari bahwa penggunaan batas RT untuk zona prioritas pertama dan RT yang beririsan dengan RT sekolah di prioritas kedua cakupannya terlalu sempit untuk penerapan zonasi. Hal itu diakui menimbulkan banyak persaingan di zona prioritas ketiga.',dinas didik dki sadar guna batas rt zona prioritas pertama rt iris rt sekolah prioritas dua cakup terlalu sempit terap zonasi aku timbul banyak saing zona prioritas tiga,2
529,2023-01-02 13:17:17,b'Apa lhooo\n\nAnimasinya rada2 \xf0\x9f\xa4\xa8\nGambarnya juga \xf0\x9f\xa4\xa8\nCeritanya apalagiiii \xf0\x9f\xa4\xa8\nTapi ada unsur pendidikan (?) \xf0\x9f\xa4\xa8\n\nTAPI LUCU EHEHEHEHEHEHEE\n\nhttps://t.co/hfddTdf9lA',apa rada2 apalagi unsur didik lucu,1
530,2023-01-02 13:17:08,b'@pacaryiz aku blm ada minat ke pendidikan',aku blm minat didik,2
531,2023-01-02 13:16:57,b'@w8nwoos pendidikan agama islam \xf0\x9f\x98\xad',didik agama islam,2
532,2023-01-02 13:16:52,"b'RT @StepUpLH: Menyambut tahun baru, Step Up Learning Hub berkomitmen untuk memberikan yang terbaik untuk pendidikan putera puteri Indonesia\xe2\x80\xa6'",sambut tahun baru step up learning hub komitmen beri baik didik putera puter,2
533,2023-01-02 13:16:48,"b'@musniumar Gadungan dan tdk tetlihat dari cara pak @musniumar membuat status tweet. Kelihatan banget cuitan nya kayak org yg pendidikan kurang, pdhal ngaku nya prof. , itu saja sih. Smoga bisa tersadar untuk bisa slalu  berbuat baik. \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'",gadungan tetlihat cara pak buat status tweet lihat banget cuit nya kayak org didik kurang pdhal ngaku nya prof sih smoga sadar slalu buat baik,2
534,2023-01-02 13:16:39,"b'Melalui Primago Peduli, Yayasan Pendidikan Primago Indonesia Berikan Beasiswa Santri dan Santriwati Gontor 107 Juta Rupiah - https://t.co/YwGN9HSfDO https://t.co/LQcpFM1fRx'",lalu primago peduli yayasan didik primago indonesia ikan beasiswa santri santriwati gontor juta rupiah,2
535,2023-01-02 13:16:07,"b'RT @KhaledNordin: 1. Semalam, saya telah mengeluarkan satu surat kepada Yang Berhormat Menteri Pendidikan Tinggi Emiriah Islam Afghanistan,\xe2\x80\xa6'",malam keluar satu surat hormat menteri didik tinggi emiriah islam,2
536,2023-01-02 13:15:53,"b'endidikan merupakan bekal kita hidup di dunia yang sangat penting, tak heran jika banyak yang mencari kata kata mutiara tentang pendidikan atau kata motivasi tentang pendidikan yang pastinya bisa menambah semangat belajar bagi para murid.'",endidikan rupa bekal hidup dunia sangat penting heran banyak cari kata kata mutiara didik kata motivasi didik pasti tambah semangat ajar murid,2
537,2023-01-02 13:14:52,b'ai si mamah suka bantu kan buat biaya pendidikan mah? celetuk orang yg bukan siapa siapa dan gatau apa apa. mikir aja kunyuk selama ini yg ngehidupin aing siapa. mentang mentang bestienya bapa aing. cuh kesel bet.',ai si mamah suka bantu buat biaya didik mah celetuk orang bukan siapa siapa gatau apa apa mikir aja kunyuk lama ngehidupin aing siapa mentang mentang bestienya bapa aing cuh kesel bet,2
538,2023-01-02 13:14:38,"b'Olimpiade Kimia 19 se-Riau yang ditaja oleh Himpunan Mahasiswa/i Program Studi Pendidikan Kimia (HIMAPROSTPEK) FKIP Universitas Riau.\n\nAda banyak perlombaan yang akan dilombakan lohh, diantaranya:\n- Uji Kemampuan Tertulis (UKT)\n- Asah Kemampuan Kimia (ASKA)\n- Atraksi Kimia'",olimpiade kimia taja himpun program studi didik kimia fkip universitas banyak lomba lomba lohh uji mampu tulis asah mampu kimia atraksi kimia,2
539,2023-01-02 13:13:16,b'@detikcom Kalau inginku si begini :\nAhok presiden\nMenteri agama eko kuntadi\nMenteri pendidikan ade armando\nMenteri kebudayaan abu janda\nMenteri pertahanan deny siregar\nMenkopolhukam dedy coubuzer\nKetua KPK farhat abas\nMenteri keuangan aldi taher',kalau ingin si begini agama eko didik ade budaya abu tahan deny dedy kpk farhat uang aldi taher,2
540,2023-01-02 13:12:06,"b'Segera Daftar Berlaku untuk Guru Semua Jenjang Pendidikan &amp; Non Sertifikasi, Sisa 8 Hari Lagi. \nhttps://t.co/M8GzviGnhg https://t.co/44WmergSwO'",segera daftar laku guru semua jenjang didik non sertifikasi sisa hari,2
541,2023-01-02 13:11:27,b'@Askrlfess pendidikan \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\xa5\xb2',didik,1
542,2023-01-02 13:11:23,"b'2023 - harapan bahawa gaji fresh grad, new worker diselaraskan berdasar tahap kelayakan pendidikan. Even though majikan merungut mengatakan fresh grad no experience, but malaysian economic never say that !! As a gen Z, we truely suffer due to rising economic, opr and so on'",harap bahawa gaji fresh grad new worker selaras dasar tahap layak didik even though majikan rungut kata fresh grad no experience but malaysian economic never say that as a gen z we truely suffer due to rising economic opr and on,2
543,2023-01-02 13:08:30,"b'@PolJokesID NEGARA KAPITALIS ITU MEMBOSANKEN KAMERAD! NEGARA KOMUNIS DENGAN PARADE AGUNG TIAP TAON DAN SISTEM PENDIDIKAN, PERUMAHAN DAN KESEHATAN GRATIS PASTINYA LUAR BIASA! KAPITALIS MAH CUMAN NEGARA CUKONG RAKUS! HAHAHAHAHA. https://t.co/Fa5DhZYJ0m'",negara kapitalis membosanken negara komunis parade agung tiap taon sistem didik rumah sehat gratis pasti luar kapitalis mah cuman negara cukong hahahahaha,2
544,2023-01-02 13:08:19,"b'@Jokitugsfess makalah hukum lingkungan bisa banget dikerjain sama akuu spesialis pendidikan nih, udah sering buat makalah semua jenis topik, fee 30k aja perhalaman nih lengkap dengan daftar isi dll, udah ada 150+ testimonial di pinned aku yahh, yuk wa https://t.co/JmXKZ0Pfgk'",makalah hukum lingkung banget dikerjain sama akuu spesialis didik nih udah sering buat makalah semua jenis topik fee aja halaman nih lengkap daftar isi udah testimonial pinned aku yahh yuk wa,2
545,2023-01-02 13:08:06,"b'Uring uringan seharian tiba2 hilang gara2 liat temen yang gajinya UMR, kerjaanya admin, pendidikan S2, dan berani ngambil keputusan buat nikah\nGilak dia yang keadaannya kek begitu aja bisa santai menjalani hidup, kenapa aku yang sudah berkecukupan ini sulit menikmati hidup ya? \xf0\x9f\x98\x90'",uring uring hari tiba2 hilang gara2 liat temen gaji umr kerjaanya admin didik s2 berani ngambil putus buat ada kek aja santai jalan hidup aku cukup sulit nikmat hidup,2
546,2023-01-02 13:07:27,"b'@Jokitugsfess mengarang cerita basing bisa banget yuk sama aku, spesialis pendidikan bahasa inggris nihh, udah sering banget buat teks semua topik, fee 30k aja perhalaman dan udah ada 150+ testimonial di pinned aku yahh, yuk langsung wa https://t.co/JmXKZ0Pfgk thank youu'",arang cerita basing banget yuk sama aku spesialis didik bahasa inggris nihh udah sering banget buat teks semua topik fee aja halaman udah testimonial pinned aku yahh yuk langsung wa thank youu,2
547,2023-01-02 13:05:59,b'@someoneuwant_ Spd tu apa? Sarjana pendidikan apa sepeda???\xf0\x9f\xa5\xba',spd tu apa sarjana didik apa,1
548,2023-01-02 13:05:37,b'RT @diyoex: Jika BerKENAN:Silahkan diBACA baik2..(DATA:Yg Saya LINGKARI MERAH..Alinea:ke-1).\n\n@KomnasHAM \n@info_yogyagroup \n@kota_jogja \n\nY\xe2\x80\xa6',baca lingkar,2
549,2023-01-02 13:05:19,"b'Violence sendiri dianggap penting pada abad pertengahan. Kekerasan diterima dan bahkan dihormati pada saat itu juga punya peran peting dalam perselisihan keluarga, peradilan, pendidikan, bahkan hiburan.'",violence sendiri anggap penting abad tengah keras terima bahkan hormat punya peran peting selisih keluarga adil didik bahkan hibur,1
550,2023-01-02 13:05:16,"b'Menurutku somin, karna rashta seingetku kan budak ya jadi secara pendidikan dll memang kurang gitu jadi ketika ada orang yg deketin dia, perhatian dll gampang luluh. Kalau nolak kalah power jg sama si sovi. Kalau somin, dia dengan sadar &amp; mengerti kalau kelakuannya di luar nalar https://t.co/Pj9EDmsD9m'",turut somin karna rashta seingetku budak jadi didik memang kurang gitu jadi orang deketin perhati gampang luluh kalau nolak kalah power jg sama si sovi kalau somin sadar erti kalau laku luar nalar,2
551,2023-01-02 13:04:35,"b'RT @abuziyad02: Terus mendidik mereka\nMemberikan pendidikan yg baik untuk mereka, karna merekalah yg akan melanjutkan dakwah ini ke berbaga\xe2\x80\xa6'",terus didik didik baik karna mereka lanjut dakwah,2
552,2023-01-02 13:03:58,b'RT @AlshaibaShihab: Pemuda Papua adalah anak bangsa yg memiliki hak utk mendapat pendidikan yg layak. Mereka bisa belajar sampai ke perguru\xe2\x80\xa6',pemuda papua anak bangsa milik hak utk dapat didik layak ajar,2
553,2023-01-02 13:02:01,b'@schfess Pendidikan geografi???',didik geografi,2
554,2023-01-02 13:01:17,b'Emak gua aja bilang dia kurang pendidikan hahaha',emak gua aja bilang kurang didik hahaha,2
555,2023-01-02 13:00:30,b'renungkan sejenak apa yang sudah kau lakukan untuk pendidikan pada hari ini?',renung jenak apa kau laku didik hari,1
556,2023-01-02 13:00:27,b'@willemsenpraj @FWBESS pendidikan',didik,1
557,2023-01-02 12:59:01,"b'Banyak kejadian seks sebelum kahwin ni sebenarnya bukan sebab kurang didikan agama, cuma sebab kurang pendidikan seks.\n\nKalau dia belajar pendidikan seks, dia akan tahu dan sedar risiko melakukan seks sebelum kahwin, risiko penyakit dan kesan keatas pasangan.'",banyak jadi seks kahwin ni benar bukan kurang dik agama cuma kurang didik ajar didik seks tahu dar risiko laku seks kahwin risiko sakit kesan atas pasang,2
558,2023-01-02 12:58:47,"b'kalau pikunnya gak kumat pasti selalu nasehatin, kuliah yang bener kalau bisa s2 s3, pendidikan itu penting, nanti manfaatnya jg buat kamu sendiri\xf0\x9f\x98\x94\xf0\x9f\xab\xb6'",kalau pikun kumat selalu nasehatin kuliah bener kalau s2 s3 didik penting manfaat jg buat kamu,2
559,2023-01-02 12:58:32,"b'Pendidikan Adalah Kebebasan\n\nApakah buah dari ajaran2 ini?hanya panen terindah &amp; layak dari mereka yg benar2 terdidik-ketenteraman, ketiadaan rasa takut &amp; Kebebasan.'",didik buah ajaran2 panen indah layak benar2 tiada rasa takut bebas,2
560,2023-01-02 12:58:16,b'@syrxup Pendidikan cuman 6 bulan sombongnya minta ampun',didik cuman bulan sombong minta ampun,2
561,2023-01-02 12:57:47,b'Jawatan Kosong Kementerian Pendidikan Tinggi (KPT)\n\n\xf0\x9f\x93\x82 Rujuk iklan jawatan\n\nPAUTAN PERMOHONAN\n\n\xf0\x9f\x93\xb2https://t.co/RJhkelXLMZ\n\nJoin Telegram Rasmi \xf0\x9f\x91\x87\nhttps://t.co/KQhydzbIDJ\n\n \xf0\x9f\x93\x8c Dapatkan resume disini bersama FREE 4 Ebook jawapan bocor temuduga. Klik link \xe2\xa4\xb5\xef\xb8\x8f\nhttps://t.co/XE44I6w7oJ https://t.co/0EF9cdbk41',jawat kosong menteri didik tinggi rujuk iklan telegram rasmi dapat resume sini sama free ebook jawapan bocor temuduga klik link,2
562,2023-01-02 12:57:15,b'Penerimaan Pendaftaran Mahasiswa BaruUniversitas Terbuka Hong Kong\n\nKuliah Di UT Hong Kong\n\nUniversitas Terbuka (UT) Hong Kong adalah pilihan terbaik untuk melanjutkan pendidikan ke Perguruan Tinggi Negeri bagi masyarakat Indonesia yang tinggal di Hong\n\nhttps://t.co/DGcMGCTroe https://t.co/fvFGIypUAE',terima daftar mahasiswa baruuniversitas buka hong ut hong buka hong kong pilih baik lanjut didik guru tinggi negeri masyarakat indonesia tinggal,2
563,2023-01-02 12:55:31,"b'RT @muslimah_news: Mencermati fakta kerusakan generasi saat ini, pendidik Dwi Hendriyanti, S.Pd. menilainya sebagai akibat adanya kegagalan\xe2\x80\xa6'",cermat fakta rusa generasi didik dwi hendriyanti nila akibat ada,2
564,2023-01-02 12:54:41,b'@sundingjalila Semoga saja dengan banyak tersedia nya beasiswa makin banyak yang tertarik untuk bisa melanjutkan pendidikan sampai ke jenjang perguruan tinggi',moga banyak sedia nya beasiswa makin banyak tarik lanjut didik jenjang guru tinggi,2
565,2023-01-02 12:54:33,"b'@worksfess Sederajat nder. Gengss.. Bagi yang tertarik jadi TERAPIS bisa hubungi aku ya, gak perlu pengalaman yang PENTING mau ikut PELATIHAN DI YOGYAKARTA, Perempuan dan tidak melihat tingkat pendidikan. Hayuk silahkan hubungi nomer 085803646772 https://t.co/Mj7gQQ2882'",derajat nder gengss tarik jadi terap hubung aku perlu alam penting mau ikut latih yogyakarta perempuan lihat tingkat didik hayuk silah hubung nomer,2
566,2023-01-02 12:54:00,"b'@sundingjalila Sekarang itu beda dengan dulu, sudah banyak banget beasiswa yang bertebaran dimana mana supaya bisa melanjutkan pendidikan'",sekarang beda dulu banyak banget beasiswa tebar mana lanjut didik,2
567,2023-01-02 12:53:03,b'Catatan Akhir Tahun FSGI: Perundungan di Dunia Pendidikan Bisa Dilakukan Peserta Didik atau Pendidik https://t.co/xtrHxFMy8f',catat akhir tahun rundung dunia didik laku serta didik didik,2
568,2023-01-02 12:51:05,b'Alhamdulillah kami ber-6 masih aktif di satuan pendidikan \xf0\x9f\x99\x8f\xf0\x9f\x98\x87 \n#keepactive #proactive #keeppendidikan',alhamdulillah aktif satu didik,2
569,2023-01-02 12:50:23,b'Pendidikan adalah tanda dari pikiran yang terdidik untuk dapat menghibur tanpa menerima hal yang aneh. (Aristotel)',didik tanda pikir didik hibur terima aneh,1
570,2023-01-02 12:50:14,"b'terlebih udah masuk usia di atas 20 ya, pasti bakal jadi pembahasan yang serius sih. ibaratnya pacaran yang dimaksud bukan buat main-main tapi ortu maunya yang serius udah cepetan gitu.. bener-bener ga nyangka udah masuk fase hidup yang bukan cuma pendidikan doang yang dipikirin.'",lebih udah masuk usia atas bakal jadi bahas serius sih ibarat pacar maksud bukan buat ortu mau serius udah cepetan gitu ga nyangka udah masuk fase hidup bukan cuma didik doang dipikirin,2
571,2023-01-02 12:49:49,b'@airlanggafess pembayaran-biaya pendidikan-jenis layanannya pembayaran-no billing diisi pake nim',layan billing isi pake nim,2
572,2023-01-02 12:49:29,b'Gerakan Tunjuk Tangan untuk mewujudkan Indonesia Emas 2024 yg dipaparkan Mbak @indrifairy di postingan blognya ini patut didukung dan diteladani agar bisa mewujudkan pemerataan pendidikan di Indonesia. Simak selengkapnya di:\nhttps://t.co/zkLVo5caoW #bwbplus',gera tunjuk tangan wujud indonesia emas papar mbak postingan blog patut dukung teladan wujud perata didik indonesia simak lengkap,2
573,2023-01-02 12:48:36,"b'@schfess no, d4 sarjana terapan nder, setara S1 untuk dunia pendidikan, kalo udh lulus bisa langsung ambil S2 aka magister atau magister terapan biar lebih linear'",no d4 sarjana terap nder tara s1 dunia didik kalo udh lulus langsung ambil s2 aka magister magister terap biar lebih linear,2
574,2023-01-02 12:47:45,b'Dien definisi Sobat Pendidikan gw \xf0\x9f\x98\xad',dien definisi sobat didik gw,0
575,2023-01-02 12:47:43,"b'Lowongan kerja!! \nPT. Konka New building Materials Indonesia\n\nPosisi : PPIC Admin\n\nKualifikasi:\nPria/wanita \nPendidikan Min D3/S1\nMemiliki pengalaman di bidangnya minimal 1 tahun\nFreshgraduated silahkan melamar\nMampu menggunakan Microsoft word, excel dan power point dengan baik'",lowong konka new building materials ppic min alam bidang minimal silah guna microsoft word excel power point baik,2
576,2023-01-02 12:46:57,"b'@nusantara_one Tai2 , nih pencitraan gk modal mumpung pejabat, emang kbykan org pendidikan rendah itu gampang ditipu pake bantuan,, lgsg muji2 https://t.co/KkREGlyzhj'",tai2 nih citra modal mumpung jabat emang kbykan org didik rendah gampang tipu pake bantu lgsg muji2,2
577,2023-01-02 12:46:44,b'@sundingjalila Amin.. Saya sangat mendukung sekali supaya pendidikan menjadi hal yang diprioritaskan pemerintah kita',amin sangat dukung sekali didik jadi prioritas perintah,2
578,2023-01-02 12:46:18,b'@sundingjalila Kalau dari sekolah Dasar sampai Perguruan tinggi mendapatkan beasiswa keren sihh. Semangat buat yang memang ingin melanjutkan pendidikan dengan beasiswa',kalau sekolah dasar guru tinggi dapat beasiswa keren sihh semangat buat memang lanjut didik beasiswa,2
579,2023-01-02 12:45:49,"b'@sbmptnfess tentang sarjana pendidikan yg bneran jd tenaga pendidik ya keren si mereka bisa jd guru,berbagi ilmu jg.'",sarjana didik bneran jd tenaga didik keren si jd ilmu jg,2
580,2023-01-02 12:45:21,"b'RT @siticeriaselalu: Ada Pembangunan, Bantuan anak, Renovasi,Pemberdayaan,Pengobatan, Pelatihan Kerja, Beasiswa pendidikan. \n\nBahkan pengum\xe2\x80\xa6'",bangun bantu anak latih kerja beasiswa didik,2
581,2023-01-02 12:44:04,"b'\xe3\x85\xa4\n\n\xe3\x85\xa4\xe3\x85\xa4Pendidikan terkahir:\n       Magister Matematika\n       Universitas  I n d o n e s i a\n\n       Pekerjaan:\n       Penyanyi, Pemain Teater Musikal,\n       Aktris.'",magister universitas i n d o n e s i nyanyi main teater aktris,2
582,2023-01-02 12:44:01,"b'Hal ini yang membuat peserta didik delegasi dari SD Negeri dan Swasta di bawah naungan Dinas Pendidikan dan Kebudayaan Kabupaten Jombang, Wilayah Kerja Kecamatan Wonosalam menjadi antusias dan semangat yang luar biasa dalam melaksanakan lomba keagamaan tersebut. https://t.co/egHM4kZ0I7'",buat serta didik delegasi sd negeri swasta bawah naung dinas didik budaya kabupaten jombang wilayah kerja camat wonosalam jadi antusias semangat luar biasa laksana lomba agama sebut,2
583,2023-01-02 12:43:33,b'@Husen_Jafar Pendidikan bib',didik bib,2
584,2023-01-02 12:42:43,"b'RT @elisabetguwanto: - strengths and skills: hard atau soft skills yang unik dari diri kita\n\n- credibility: awards, pendidikan, sertifikasi\xe2\x80\xa6'",strengths and hard soft skills unik diri awards didik,2
585,2023-01-02 12:42:30,b'Biaya kerugian hidup karena tidak berpendidikan - lebih tinggi daripada biaya pendidikan',biaya rugi hidup didik lebih tinggi biaya didik,2
586,2023-01-02 12:41:55,b'@kemenpendidikan Anjing???? Keren bahasanya ya pantas dunia pendidikan makin hancur kemendikbud aja begini kata2 nya hebat',anjing keren bahasa pantas dunia didik makin hancur kemendikbud aja begini kata2 nya hebat,2
587,2023-01-02 12:41:42,b'Pendidikan adalah seni untuk membuat seseorang berkarakter.',didik seni buat orang karakter,2
588,2023-01-02 12:41:39,"b'Perspective aku la kan, betul kaum India macam dipinggirkan. SJKT kat kampung aku ceruk dalam area sawit. Akses pendidikan kurang. \n\nBoleh nak belajar lagi, sambung secondary school. Kalo tak, ikut ayah deme keje bawak lori/cuci kereta/bengkel/sawit/tempat kitar semula etc https://t.co/NVnUTboRqu'",perspective aku betul kaum india macam pinggir sjkt kat kampung aku ceruk area sawit akses didik kurang nak ajar sambung secondary school kalo ikut ayah deme keje bawak kitar mula etc,2
589,2023-01-02 12:41:29,"b'Selamat Kembali Ke Sekolah\nHari yang sibuk bermula kini, tahun 2023\n\nBuat para ibu, bapa, guru dan seluruh warga kerja pendidikan Malaysia, semoga kalian sentiasa bersemangat waja dalam membentuk generasi berkualiti demi pembangunan dan kesejahteraan negara, agama dan masyarakat. https://t.co/07GTSAqQrJ'",selamat sibuk mula kini tahun ibu bapa guru seluruh warga kerja didik malaysia moga kalian sentiasa semangat waja bentuk generasi alit bangun sejahtera negara agama masyarakat,2
590,2023-01-02 12:40:37,"b'@lilmeowmeoww21 sini aku bisaa modul kurikulum merdeka bisa rpp k13 bisa, anak pendidikan sem 7 nih'",sini aku bisaa modul kurikulum merdeka rpp k13 anak didik sem nih,0
591,2023-01-02 12:40:20,"b'Umur segini mau mikirin diri sendiri tp rasanya kaya aneh. Besok klo mw berkeluarga nyicil rumah nya mau pake apa, pendidikan anak tiap tahun naik, tabungannya kudu di kuatin\xf0\x9f\xa5\xb2'",umur gin mau mikirin diri sendiri tp rasa kaya aneh besok klo mw keluarga nyicil rumah nya mau pake apa didik anak tiap tahun naik tabung kudu,2
592,2023-01-02 12:39:43,b'Cok lah iki aku ameh sinau pendidikan pancasila tapi ra enek materi loh kepiye iki',cok lah iki aku ameh sinau didik pancasila ra enek materi loh kepiye iki,2
593,2023-01-02 12:38:34,b'@sundingjalila Terimakasih banyak atas perhatian yang diberikan untuk bisa memberikan kemajuan di bidang pendidikan',terimakasih banyak atas perhati beri beri maju bidang didik,1
594,2023-01-02 12:37:58,b'RT @lilkiddoss: Watch Out with My Papa \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbb\n\n\xe2\x80\xa2 TAEKOOK AU | BAHASA \xe2\x80\xa2\n\nDipertemukan oleh pendidikan dan dipisahkan oleh kesibukan masing-masin\xe2\x80\xa6',watch out with my papa taekook au bahasa didik pisah sibuk,2
595,2023-01-02 12:37:22,"b'Bismillah.. \nAssalamu\xe2\x80\x99alaikum Wr, Wb.\nSalam sejahtera,\n\n\xf0\x9f\x93\xa2 [Yayasan Pendidikan Islam Al-Muttaqiin Ciganjur] present...\xf0\x9f\x93\xa2\n\nPPDB SMK YASPIA Tahun 2023/2024 telah dibuka!! Segera daftar dan bergabung dengan SMK YASPIA. https://t.co/6TAs3HsOxZ'",bismillah wr didik islam smk yaspia tahun segera daftar gabung smk yaspia,2
596,2023-01-02 12:36:27,"b'Apabila kamu merupakan:\n- Pengendara motor/mobil\n- BELUM PERNAH menjadi saksi/korban\nkecelakaan lalu lintas\n- Domisili di JABODETABEK\n- Berusia 18-25 tahun\n- Pendidikan min. SMA\n- Tidak mengalami hambatan dlm mengenal warna &amp; pendengaran, &amp; tidak memiliki masalah kesehatan mental'",apabila kamu kendara pernah jadi lalu domisili usia didik min alami hambat dlm kenal warna dengar milik masalah sehat mental,2
597,2023-01-02 12:34:34,"b'Tujuan pendidikan adalah pengetahuan, bukan fakta, tapi nilai'",tuju didik tahu bukan fakta nilai,2
598,2023-01-02 12:33:26,"b'Apabila kamu merupakan:\n- Pengendara motor/mobil\n- BELUM PERNAH menjadi saksi/korban kecelakaan lalu lintas\n- Domisili di JABODETABEK\n- Berusia 18-25 tahun\n- Pendidikan min. SMA\n- Tidak mengalami hambatan dlm mengenal warna &amp; pendengaran, &amp; tidak memiliki masalah kesehatan mental'",apabila kamu kendara pernah jadi celaka lalu domisili usia didik min alami hambat dlm kenal warna dengar milik masalah sehat mental,2
599,2023-01-02 12:31:35,"b'Dengan modal pengalaman dan pendidikan yang membanggakan tersebut, Dr. Ilham Djaya mengatakan siap memberikan kontribusi terbaik kepada Kemenkumham dan Provinsi Sumsel.\n@Kemenkumham_RI \n@kumhamsumsel \nIlham Djaya \n#KumhamSumsel \n#Ilhamdjaya\n@bapaslahat\n#BapasLahat'",modal alam didik bangga sebut ilham djaya kata siap beri kontribusi baik kemenkumham provinsi djaya,1
600,2023-01-02 12:31:33,"b""Selain sukses di karir, sosok Ilham jg sukses diranah pendidikan, pd tahun 2020 lalu ia berhasil meraih gelar Doktor dengan 'Predikat Sangat Memuaskan' dari Universitas Borobudur, Jakarta,\n@Kemenkumham_RI\n@kumhamsumsel\nIlham Djaya\n#KumhamSumsel\n#Ilhamdjaya\n@bapaslahat\n#BapasLahat""",sukses karir sosok ilham jg sukses ranah didik pd tahun lalu hasil raih gelar doktor predikat sangat muas universitas borobudur,2
601,2023-01-02 12:31:24,"b'@AlphaARachman Mestinya begitu...pendidikan tdk masuk dlm Proyek Strategis Nasional (PSN), jokowi sangat pragmatis...hasil penddkan tdk bisa dilihat langsung...'",mesti masuk dlm proyek strategis nasional jokowi sangat penddkan lihat langsung,2
602,2023-01-02 12:30:43,"b'Upah dinaikan sementara biaya listrik, telepon dan uang sewa diturunkan, jaminan sosial diperluas. Sementara itu pendidikan dan kesehatan gratis. Tentara dan polisi dibubarkan sementara milisi buruh dan petani bersenjata yang berjumlah sekitar 200 ribu dibentuk.'",upah naik biaya listrik telepon uang sewa turun jamin sosial luas didik sehat gratis tentara polisi bubar milisi buruh tani senjata jumlah ribu bentuk,2
603,2023-01-02 12:29:41,b'RT @musimbunga345: Pendidikan yang disain dengan sistem kapitalisme sejatinya hanyalah untuk menghasilkan para buruh bukan generasi penerus\xe2\x80\xa6',didik disain sistem kapitalisme sejati hanya hasil buruh bukan generasi,2
604,2023-01-02 12:28:25,"b'@tanyarlfes Klo aku, ngelakuin smua hobi ku sih, krn akunya hobi nge gambar, baca komik, nonton anime, jdi waktu ku kdng ke situ smua. Trus jga untuk skrng gk mau pacaran2 dlu, lbih fokus ke pendidikan aja dlu'",klo aku ngelakuin smua hobi ku sih aku hobi nge gambar baca komik nonton anime jdi waktu ku kdng situ smua trus jga skrng mau pacaran2 dlu lbih fokus didik aja dlu,2
605,2023-01-02 12:28:22,"b'Setelah makan, pendidikan merupakan kebutuhan utama rakyat. (Danton) bliblidotcom'",makan didik rupa butuh utama rakyat bliblidotcom,2
606,2023-01-02 12:28:08,b'Arah yang diberikan pendidikan Unt uk m engawali hidup seseorang akan m enent ukan masa depannya berauberau',arah beri didik unt uk m engawali hidup orang m enent ukan masa depan berauberau,1
