,text,cleanTweet,emotion,Dominant_Topic,Perc_Contribution,Topic_Keywords
296,b'Iya hidupmu kan komedi https://t.co/4FcbqW7YFi',iya hidup komedi,2,18,0.1924,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
297,"b'Dia suka ak, tapi ak sukanya sama km, tapi km sukanya insecure.\n\nDefinisi komedi hidup featuring stupidity. Intinya kita semua bodoh soal cinta-cintaan ya gess yaaa \xf0\x9f\x99\x82'",suka ak ak suka sama km km suka komedi hidup featuring stupidity inti semua bodoh soal gess yaa,2,9,0.5153,"suka, bagus, karakter, aku, gaya, desain, pantas, gambar, salah, km"
298,b'@whxtedxnhill Angst dari mana? Komedi gituu',angst mana komedi gituu,1,10,0.1371,"komedi, banget, kalo, lucu, hari, lu, soal, si, up, bgt"
299,b'@UGM_FESS BEELZEBUB... KOMEDI ITU SERU BETTT',beelzebub komedi seru bett,2,17,0.1588,"film, komedi, nya, buat, seru, tonton, kak, action, pertama, banyak"
300,b'@CNNTURKSpor Komedi ya',komedi,1,18,0.1236,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
301,b'Soale ancen hidup Iki komedi dadi dijalani ambek diguyu ae meskipun nangis dikit\xf0\x9f\xa4\xa3',soale ancen hidup iki komedi dadi jalan ambek diguyu ae meski nang,2,19,0.1789,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
302,"b'kalo dari filmnya sih, bagian musikalinya terlalu maksain ke-jawaannya\n\nscene komedi malah dibangun dari karakter sampingan ciri khas film bayu skak\n\nsudut pandang orang tua - anak ternyata jadi dalem gitu.\n\nbagus sih iki lur'",kalo film sih bagi musikal terlalu maksain komedi malah bangun karakter samping ciri khas film bayu pandang orang tua anak nyata jadi dalem sih iki lur,2,19,0.4576,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
303,b'@whxtedxnhill smua au dia genre komedi putar kak\xf0\x9f\x99\x8f',smua au genre komedi putar,2,18,0.1622,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
304,b'komedi awal tahun\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d',komedi awal,1,18,0.2278,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
305,b'PUNCAK KOMEDI BGT NI PERUSAHAAN WKWKWKWKWKWKWK',puncak komedi bgt ni usaha wkwkwkwkwkwkwk,0,18,0.1504,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
306,b'Hidup ini penuh komedi',hidup penuh komedi,2,18,0.2041,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
307,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#manhwa #comics #komik #komedi\n\nhttps://t.co/deIP2IE0ZY https://t.co/Vy9UXDkteg',aku sabar tunggu apa jadi klik taut bawah gabung,2,6,0.551,"jadi, apa, aku, bawah, sabar, gabung, tunggu, klik, taut, tayang"
308,b'@kananrugi @palsinopal @gumifachrun @collegemenfess Paling banter kena roasting sama oposisi aja sii (baca: yang beda kubu sama bem tahun ini) kek anak komedi mahasiswa\n\nDan bakal lanjut lagi sih next kabinet (klo km gajadi bubar) wkwkwk',paling banter kena roasting sama oposisi aja sii beda kubu sama bem tahun kek anak komedi bakal lanjut sih next kabinet km gajadi wkwkwk,2,19,0.3977,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
309,"b'Hai guys, tolong ramaikan cerita komedi base on true story ini ya, dijamin jokes2nya seger dan kocak, selamat menikmati. /wp/ https://t.co/ra7UACpYsC'",hai guys ramai cerita komedi base on true story jamin jokes2nya seger kocak selamat nikmat,1,8,0.2827,"komedi, nya, lebih, trs, sama, wkwkw, kerja, makin, langsung, apa"
310,"b'@kdrama_menfess bad and crazy, org2 udh blg ini baguss tp underatedd, komedi-misteri nya dapet bgt liat lee dongwook-wi ha joon jg lucu bgt wkwk'",bad and crazy org2 udh blg baguss tp underatedd nya dapet bgt liat lee ha joon jg lucu bgt wkwk,2,16,0.6581,"bgt, komedi, wkwk, tp, bukan, ada, romantis, liat, tuh, mau"
311,b'Manhwa ini luar biasa! Aku selalu ketagihan!\n \n#komikharian #artidn #komedi #dagelan\n\nhttps://t.co/GKEC8uoAPP https://t.co/kaVguB1szg',manhwa luar aku selalu,1,5,0.3608,"aku, selalu, manhwa, luar, banyak, ngakak, komedi, ni, terlalu, org"
312,b'@abirumuda Sepemikiran wkwkwk\nSungguh komedi awal tahun \xf0\x9f\x97\xbf',pikir komedi awal tahun,2,18,0.2745,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
313,b'@radixwp @Jayandaru2020 @BuYungBin1 @niubluer @tomahawkriders @AkhmadAli1402 @GeorgeVanMars @Apolotwist @derpinho313 @mualafjelita @zulfiarrahman @txtdrwidia @twectan @JinNonik @BoyId22 @AlamTimur3 @camat212 @winniputry1 @Apokrifa22 @DiposuroP @mindlipstick @masiha_kafirun @__anomali__ @ocee_me08 @korekbiasa @littlevixen__ @amun_ra2 @BarathaAtmadja @AswantGardapati @balaputra_deva @Triasss_2nd @Antie_KadrunEr @YogaAdrianyoga6 @JN_Eri @kuasabu2 @tockSelank @katzedikke @lestaribanara @_diajengemy @AsepIra44314224 @agama_nusantara @Patmo_Wijoyo @Totoniman Lu ngasih jurnal jangan yg komedi nape...\n\nbaca tuh kesimpulan https://t.co/ie93wSqrCy',lu ngasih jurnal jangan komedi tuh simpul,2,14,0.2014,"ga, komedi, kaya, ku, isi, gitu, tuh, wkwkwkwk, sih, kek"
314,"b""RT @RaihaniTSN: Membuka 2023 dengan artikel 'Rock Bro: Naratif Komedi Tragis' dalam buku 'Satira: Bicara Filem Dunia Wayang' (terbitan Kual\xe2\x80\xa6""",buka artikel rock naratif komedi tragis buku bicara filem dunia wayang,2,19,0.5828,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
315,"b'ni idup dikelilingi sama orang orang yang betah playing victim tapi dia sendiri banyak denial dan menjilat ludah sendiri, emang puncak komedi bener orang ginian HAHAHA'",ni idup keliling sama orang orang betah playing victim sendiri banyak denial jilat ludah sendiri emang puncak komedi bener orang ginian hahaha,2,7,0.493,"biasa, dapat, komik, luar, perhati, bener, nder, orang, komedi, hahaha"
316,"b'wkwkkwk, komedi banget coo'",wkwkkwk komedi banget coo,2,10,0.1851,"komedi, banget, kalo, lucu, hari, lu, soal, si, up, bgt"
317,b'@Askrlfess aowkwowkwo puncak komedi lawak bgt gila',aowkwowkwo puncak komedi lawak bgt gila,0,18,0.178,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
318,"b'@caratstalk Beres soundcheck kan nyempetin makan ayam kf* dulu tuh sambil duduk. Trs tiba2 disuruh mundur karna yg di depan mau duduk jg tp gaada space, pas mau berdiri ayam yg lg dipegang jatoh dong\xf0\x9f\x98\xad mana abis ujan kan jd lgsg kebasahan, auto ngakak bareng carat lain wkwk komedi sekali'",beres soundcheck nyempetin makan ayam dulu tuh duduk trs tiba2 suruh mundur karna depan mau duduk jg tp gaada space pas mau diri ayam lg pegang jatoh mana abis ujan jd lgsg basah auto ngakak bareng carat wkwk komedi sekali,2,16,0.798,"bgt, komedi, wkwk, tp, bukan, ada, romantis, liat, tuh, mau"
319,b'Bagi @anwaribrahim babi lagi penting dari ayam \n\n#sekian https://t.co/y8CKLhvv8y',babi penting ayam,1,16,0.14,"bgt, komedi, wkwk, tp, bukan, ada, romantis, liat, tuh, mau"
320,b'@badesoyak Komedi ya',komedi,1,18,0.1236,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
321,b'@animefess_ full war komedi ada sih dikit paling si gogol trs kesana nya nangis aja dulu',full war komedi sih dikit paling si gogol trs kesana nya nang aja dulu,2,8,0.2322,"komedi, nya, lebih, trs, sama, wkwkw, kerja, makin, langsung, apa"
322,"b'@rinmansor Few idea yang aku nampak content creator asia yang lain cuba :\n\nSains dalam kehidupan harian atau debunk myth, top 10 list - places, movies etc, movie discussion - bukan review saja, aku tgk ada yang cerita pasal plot, comparison, cinematography, standup komedi dll.'",few idea aku nampak content creator asia cuba hidup hari debunk myth top list places movies etc movie discussion bukan review aku tgk cerita pasal plot comparison cinematography standup komedi,2,8,0.3928,"komedi, nya, lebih, trs, sama, wkwkw, kerja, makin, langsung, apa"
323,b'Percayalah padaku! Kamu akan kecanduan cerita ini!\n \n#Bahasaindonesia #komedi #komiker #artidn\n\nhttps://t.co/KujEKHqNfY https://t.co/sff6liwnUV',percaya kamu candu cerita,1,12,0.3659,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
324,b'@ilhamsftu Komedi teros hidupnya wkwkk',komedi ros hidup wkwkk,2,18,0.2273,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
325,b'Ayu Ting Ting merasa belum saatnya dia mendapat penghargaan di bidang komedi. https://t.co/S0Vpxi1bij',ayu ting ting rasa saat dapat harga bidang komedi,1,7,0.3595,"biasa, dapat, komik, luar, perhati, bener, nder, orang, komedi, hahaha"
326,"b'nih temen aku diem aja lucu, @kazaromalik, hidupnya penuh komedi. https://t.co/yhHehzRLiu'",nih temen aku diem aja lucu hidup penuh komedi,2,10,0.1483,"komedi, banget, kalo, lucu, hari, lu, soal, si, up, bgt"
327,b'@signatureoreo Wkwkwk komedi pol. Lawak ah',wkwkwk komedi pol lawak ah,2,13,0.2403,"komedi, genre, emang, wkwkwk, kayak, nonton, sih, dong, horor, ketawa"
328,"b'pas masih sma liat memenya di fanpage fb, kirain anime komedi ternyata bikin mental terguncangg'",pas sma liat memenya fanpage fb kirain anime komedi nyata bikin mental terguncangg,2,16,0.4034,"bgt, komedi, wkwk, tp, bukan, ada, romantis, liat, tuh, mau"
329,b'Keinget pretender trs sesek napas sendiri. Kok ak hidup komedi banget',keinget pretender trs sek napas sendiri kok ak hidup komedi banget,2,8,0.3113,"komedi, nya, lebih, trs, sama, wkwkw, kerja, makin, langsung, apa"
330,"b'komedi bgt, baru prepare buat promosi sb udah merah lagi aja. pengen trabas tapi males duluan jadiny\xf0\x9f\x98\xbf\xf0\x9f\x98\xbf'",komedi bgt baru prepare buat promosi sb udah merah aja ken trabas males duluan,2,2,0.2181,"udah, aja, komedi, gua, gin, eh, tadi, selamat, cukup, aku"
331,b'komedi banget dh ini live',komedi banget dh live,2,10,0.1642,"komedi, banget, kalo, lucu, hari, lu, soal, si, up, bgt"
332,b'@lovelanguage_id Bener2 komedi sih ini',bener2 komedi sih,2,12,0.1287,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
333,"b'@animefess_ BANYAK KOMEDINYA, KOMEDI PUTAR'",banyak komedi komedi putar,2,18,0.2657,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
334,"b'@simpstxt welcome to dunia kuleyah yg penuh dgn puncak komedi, moga dikuat trs bahunya'",welcome to dunia kuleyah penuh puncak komedi moga kuat trs bahu,2,10,0.1691,"komedi, banget, kalo, lucu, hari, lu, soal, si, up, bgt"
335,"b'@kdrama_menfess Extreme job (kmovie)\n10/10 komedi dan keren sih, gue nonton ulang2 tapi ngakak terus njir\xf0\x9f\x98\x82'",extreme job komedi keren sih gue nonton ulang2 ngakak terus,2,5,0.3049,"aku, selalu, manhwa, luar, banyak, ngakak, komedi, ni, terlalu, org"
336,b'PUNCAK KOMEDI WKWKWKKWW',puncak komedi wkwkwkkww,1,18,0.2278,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
337,b'Puncak komedi',puncak komedi,1,18,0.2278,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
338,"b'@_boobewrry Kalo the first responders thiller komedi deh gue rasa soalnya ada bbrapa kasus yg serem, kalo cafe minamdang ini nih komedi banget. Kalo lu nnton doom at your service pasti tdk akan percaya di cafe mindamdang seo in guk cangak banget perannya anjrit\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",kalo the first responders thiller komedi deh gue rasa soal bbrapa kasus rem kalo cafe minamdang nih komedi banget kalo lu nnton doom at your service percaya cafe mindamdang seo in guk cangak banget peran,2,10,0.2969,"komedi, banget, kalo, lucu, hari, lu, soal, si, up, bgt"
339,"b'Puncak komedi orang yg denial sama dunia kedokteran.\nUdh tau punya eksim yg sulit sembuh, skrg kumat parah bgt sampe gak bisa jalan. Berobat ke dokter gak mau alasannya takut mahal. TAPIIIII beli obat alternatif cina yg kata orang\xc2\xb2 ciamik sampe habis berjuta\xc2\xb2 \xf0\x9f\xa4\x8c'",puncak komedi orang denial sama dunia tau punya eksim sulit sembuh skrg kumat parah bgt sampe jalan obat dokter mau alas takut mahal tapi beli obat alternatif cina kata ciamik sampe habis,2,12,0.3991,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
340,"b'Setelah menggemparkan dunia dengan Marriage Story, Noah Baumbach akhirnya kembali pada aliran komedi tak biasa yang masih bertemakan drama keluarga lalu ditambah bumbu kepercayaan serta ketakutan akan sebuah perjalanan bernama kematian, yang dalam kisah ini disebut White Noise. https://t.co/uqc766LysY'",gempar dunia marriage story noah baumbach akhir alir komedi biasa tema drama keluarga lalu tambah bumbu percaya takut buah jalan nama mati kisah sebut white noise,2,7,0.4124,"biasa, dapat, komik, luar, perhati, bener, nder, orang, komedi, hahaha"
341,b'@aldysuhanda_ Sedikit komedi sedikit sengsara',sedikit komedi sedikit sengsara,2,5,0.2326,"aku, selalu, manhwa, luar, banyak, ngakak, komedi, ni, terlalu, org"
342,b'@animefess_ komedi bgmne yg lu harapkan nder',komedi bgmne lu harap nder,1,4,0.1567,"komedi, malah, akhir, tau, pake, acara, menteri, pas, mmg, ajg"
343,b'Puncak komedi bgt wkwkkwkwkwkwkwkwkkwkwkwkwkwkwkwk kocag lo',puncak komedi bgt wkwkkwkwkwkwkwkwkkwkwkwkwkwkwkwk kocag lo,2,16,0.1917,"bgt, komedi, wkwk, tp, bukan, ada, romantis, liat, tuh, mau"
344,b'@wan_anw Mengsedih\nKebanyakan komedi\nSekalinya serius\nTetep dianggap komedi\n\nYa gitulah hidup banh',anggap gitulah hidup banh,2,3,0.1425,"komedi, drama, sama, tragedi, romance, cinta, satu, kisah, main, sekali"
345,"b'@kaelakovalskia Buat short video yang lain lagi?\nWow, semangat ya mempertahankan gelar ""Si Paling Komedi""..'",buat short video semangat tahan gelar si paling komedi,2,17,0.2238,"film, komedi, nya, buat, seru, tonton, kak, action, pertama, banyak"
346,"b'disclaimer\n- cw // \xf0\x9f\x94\x9e, mastrubation, dirty jokes, cringe\n- lucu ga lucu ini komedi\n- jujur sebenernya bimbang ini bisa disebut karwin / winrina au atau engga tapi coba boleh dibaca\n- tokohnya perabotan rumah ya\n- gxg\n- fiksi'",cw mastrubation dirty jokes lucu ga lucu jujur sebenernya bimbang sebut karwin winrina au engga coba tokoh perabot rumah fiksi,2,10,0.2466,"komedi, banget, kalo, lucu, hari, lu, soal, si, up, bgt"
347,b'@PIRATEFESS Punk hazard emang banyak komedi \xf0\x9f\xa4\xa3',punk hazard emang banyak komedi,2,13,0.1768,"komedi, genre, emang, wkwkwk, kayak, nonton, sih, dong, horor, ketawa"
348,b'komedi pulang rapat wkwkwkwk',komedi pulang rapat wkwkwkwk,1,14,0.1618,"ga, komedi, kaya, ku, isi, gitu, tuh, wkwkwkwk, sih, kek"
349,b'@ssskkrrrttttt wkwk puncak komedi',wkwk puncak komedi,1,18,0.2007,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
350,"b'@WEBCOMICFESS Penuh salah paham, tapi aku suka\xf0\x9f\x98\xad. Habisnya kocak. Puncak komedi banget hahahah https://t.co/FEqG3UTnCF'",penuh salah paham aku habis kocak puncak komedi banget hahahah,2,9,0.2323,"suka, bagus, karakter, aku, gaya, desain, pantas, gambar, salah, km"
351,b'wkwkwkw komedi bgt yh',wkwkwkw komedi bgt yh,2,19,0.2445,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
352,b'@TekYolFener Komedi ya \xf0\x9f\x98\x82',komedi,1,18,0.1235,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
353,b'Aku sudah membaca manga ini berkali-kali! Kamu harus mengeceknya juga!\n \n#komik #Bahasaindonesia #komikharian #komedi\n\nhttps://t.co/5KZN1atRCL https://t.co/8UAoNkVu51',aku baca manga kamu ecek,2,12,0.3856,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
354,b'Wahhhh pandai lah Menteri KOMEDI kita.\n\nHang lagi terang guna duit rakyat sebar propaganda. Dah tak tapis langsung. \n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nha3 (Gelak gaya Rafizi) https://t.co/Ifpy3sZuM4',wahh pandai lah menteri komedi terang duit rakyat sebar propaganda dah tapis langsung gaya,2,19,0.5947,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
355,"b'@topikoboii Iyaa, akhir tahun yang penuh komedi. :""'",iyaa akhir tahun penuh komedi,2,18,0.1433,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
356,"b'@kiluaz91 Gas bang Iminnn, seruuu dan peak \xf0\x9f\x92\xa5\nKomedi nya juga manteppp'",gas bang iminn seruu peak nya mantepp,2,11,0.1273,"komedi, dapet, masa, nih, politik, bang, ahy, paling, film, lah"
357,"b'@animefess_ wkwkwkw komedia ada sih, komedi putar nder'",wkwkwkw komedia sih komedi putar nder,1,19,0.1888,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
358,b'HIDUP KADANG KIDING! KOMEDI BGT DAH',hidup kadang komedi bgt dah,2,19,0.2084,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
359,"b'mbak @NoviaDuwiAstuti lucu ya, tadi yang kita cerita, pertama tama ngebelain w anjir ""udah nad, gausah dipikirin cowo brengsek gitu"", gataunyah dia follow juga, btw dia demen juga anjir demen jilat ludah ndiri anjir mbak lucuuuuuuuuuh komedi HAHAHAHHAHA'",mbak lucu tadi cerita pertama tama ngebelain w anjir udah nad gausah dipikirin cowo brengsek gitu gataunyah follow btw demen anjir demen jilat ludah ndiri anjir mbak lucuuh komedi hahahahhaha,2,0,0.5929,"komedi, the, semua, anjir, baik, pacar, tani, w, buat, hiatus"
360,b'Anjerrr tahun 2022 ternyata banyak film komedi indo yang reviewnya bagus2',anjerr tahun nyata banyak film komedi indo reviewnya bagus2,2,8,0.1993,"komedi, nya, lebih, trs, sama, wkwkw, kerja, makin, langsung, apa"
361,b'Wkwkwkwkwkwkwkwkwkwkkw puncak komedi akhirnya tau siapa dia\xf0\x9f\xa4\xa3',wkwkwkwkwkwkwkwkwkwkkw puncak komedi akhir tau siapa,2,18,0.2422,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
362,"b'@convomfs Genre konten tiktok, komedi, menari, musik, bunuh diri, mental health issue'",genre konten tiktok komedi tari musik bunuh diri mental health issue,1,16,0.4677,"bgt, komedi, wkwk, tp, bukan, ada, romantis, liat, tuh, mau"
363,b'The first responders sama cafe minamdang. Pls 2 drakor itu gue ga ada niatan nonton eh ternyata 2 drakor itu yg bolak balik gue saranin ke org2 yg butuh drakor komedi \xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/Zs8hcgLJtM',the first responders sama cafe minamdang pls drakor gue ga niat nonton eh nyata drakor bolak balik gue saranin org2 butuh drakor komedi,2,12,0.3015,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
364,"b'@yucavyn benernya udh gak kaget dibilang intimidating... tp ttp aja wah... WKWKWKWK aslinya gue ini komedi. jelek bgt ""don\'t ask"" katanya'",benernya udh kaget bilang intimidating tp ttp aja wah wkwkwkwk asli gue komedi jelek bgt ask kata,2,7,0.4004,"biasa, dapat, komik, luar, perhati, bener, nder, orang, komedi, hahaha"
365,"b'RT @LauraShintiya: Mewngawali Tahun 2023 Coba film netflix yang cocok di tonton untuk Besuk senin dong ? \nfilm action, horor, komedi atau a\xe2\x80\xa6'",mewngawali tahun coba film netflix cocok tonton besuk senin dong action horor komedi,2,17,0.4696,"film, komedi, nya, buat, seru, tonton, kak, action, pertama, banyak"
366,"b'Ku kira komedi, ternyata kisahku:)'",ku kira komedi nyata,1,3,0.2119,"komedi, drama, sama, tragedi, romance, cinta, satu, kisah, main, sekali"
367,b'HAHAHAH YA ALLAH puncak komedi pd malam ini\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x99\x8f\n\n#REALITY #VtuberID #REALITY2023 https://t.co/xtN5NcZnaW',hahahah allah puncak komedi pd malam,2,3,0.2712,"komedi, drama, sama, tragedi, romance, cinta, satu, kisah, main, sekali"
368,b'\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 sangat komedi\n#UnchainedLove https://t.co/nqbj7eWZ7N',sangat,2,1,0.1555,"nonton, anime, sangat, ayo, layak, komedi, biar, mau, one, cuma"
369,"b'@khunbarnxs @moviemenfes Bener kak, library ku isinya horror, scifi, romance CEO, kadang komedi, fantasi immortal gitu gitu. Sayangnya yang view nya gede malah kek gitu.'",bener kak library ku isi horror scifi romance ceo kadang komedi fantasi immortal gitu gitu sayang view nya gede malah kek gitu,2,14,0.5318,"ga, komedi, kaya, ku, isi, gitu, tuh, wkwkwkwk, sih, kek"
370,b'Aku sudah membaca manga ini berkali-kali! Kamu harus mengeceknya juga!\n \n#komikharian #indiecomics #komedi #komikon\n\nhttps://t.co/HPgTa6wOO5 https://t.co/llAt9myVHf',aku baca manga kamu ecek,2,12,0.3854,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
371,"b'RT @moviemenfes: wdyt about mvs ghost writer 2, guys? menurutku, oke sih. dari segi cerita, konflik, dan akting dari para pemain. \xe2\xad\x90 8/10 da\xe2\x80\xa6'",wdyt about mvs ghost writer guys turut oke sih segi cerita konflik akting main,2,13,0.3268,"komedi, genre, emang, wkwkwk, kayak, nonton, sih, dong, horor, ketawa"
372,b'beliau manggil gue pake panggilan yg dulu dikasih sama mantan gue \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 komedi awal tahun',beliau manggil gue pake panggil dulu kasih sama mantan gue komedi awal tahun,2,8,0.2721,"komedi, nya, lebih, trs, sama, wkwkw, kerja, makin, langsung, apa"
373,"b'Sumpah geli, kek dih idih idih, kok ada manusia kek gitu\nYa ada sih, semua orang yg belum selesai sama mantan emang gitu. \nTAPI BISA2NYA AKU BERTEMU DUA ORANG YG BERKELAKUAN SAMA, YG SAMA2 TYDACK BISA MOVE ON DRI MANTANNYA?????? \nSungguu puncak komedi.'",sumpah geli kek dih idih idih kok manusia kek sih semua orang selesai sama mantan emang gitu bisa2nya aku temu orang laku sama sama2 tydack move on dri mantan puncak komedi,2,19,0.6374,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
374,b'Jalan cerita Kesenangan Pangeran Jahat Berhati Dingin membawa perasaan naik turun. Komik yang memukau dan penuh kejutan!\n \n#komedi #komiklokal #komikstrip #Indonesia\n\nhttps://t.co/1UiD7ExGcV https://t.co/T5fl2dtoRi',jalan cerita senang pangeran jahat hati dingin bawa asa naik turun komik pukau penuh,2,15,0.4751,"penuh, komik, terus, jalan, naik, asa, bawa, turun, dunia, pukau"
375,"b'RT @moviemenfes: mvs aku jarang nonton yg genre komedi, baru selesai nonton one dollar lawyer dan ternyata suka bgt ama dramanya \xf0\x9f\xa5\xba\xf0\x9f\xab\xb6 boleh t\xe2\x80\xa6'",mvs aku jarang nonton genre komedi baru selesai nonton one dollar lawyer nyata suka bgt ama drama,2,1,0.5172,"nonton, anime, sangat, ayo, layak, komedi, biar, mau, one, cuma"
376,b'@animefess_ Kayanya sih puncak komedi nder',kaya sih puncak komedi nder,2,18,0.1625,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
377,b'dipikir pikir komedi banget anjing https://t.co/IC5bGRNjnt',pikir pikir komedi banget anjing,2,12,0.1869,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
378,b'@animefess_ penontonnya yang dibikin berada di puncak komedi sama s4 nder',tonton bikin ada puncak komedi sama s4 nder,2,18,0.1322,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
379,"b'@kainzler Iyh yh kok sabar ga dpt duit y,kalo dpt duit sie ak akan sll sabar menghadapi komedi hidup ini'",iyh yh kok sabar ga dpt duit dpt duit sie ak sll sabar hadap komedi hidup,2,19,0.2648,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
380,b'puncak komedi \xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1\xf0\x9f\x98\xac',puncak komedi,1,18,0.2278,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
381,"b'/wp/ Enemy to lovers, age gap, komedi, ada bumbu persahabatan, sedikit ""drama"" tentang pekerjaan, serta konflik yang nggak terlalu berat. Cewek mandiri super petakilan sama cowok sok judes dan lumayan green flag \xf0\x9f\x92\x85\xf0\x9f\x8f\xbb. Link aku drop di kolom komen ya \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb. https://t.co/feNIXewkZ7'",enemy to lovers age gap komedi bumbu sahabat sedikit drama kerja konflik terlalu berat cewek mandiri super petakilan sama cowok sok judes lumayan green flag link aku drop kolom komen,2,5,0.4194,"aku, selalu, manhwa, luar, banyak, ngakak, komedi, ni, terlalu, org"
382,"b""Kek yang, idihhhhhhhhhhhhhhhh cok astagfirullah, ya Allah, i don't say it's disgusting or something, but it's funny as fuck, alias berada di puncak komedi sekali hidup anda ini...""",idihh cok astagfirullah allah i say disgusting or something but funny as fuck alias ada puncak komedi sekali hidup,2,10,0.2043,"komedi, banget, kalo, lucu, hari, lu, soal, si, up, bgt"
383,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#Komikus #komiklokalindonesia #komikinajah #komedi\n\nhttps://t.co/Om1tXnJfcX https://t.co/40Lcsflgax',aku sabar tunggu apa jadi klik taut bawah gabung,2,6,0.551,"jadi, apa, aku, bawah, sabar, gabung, tunggu, klik, taut, tayang"
384,b'Bersiap nonton komedi pukul 2 lebih 45 menit',siap nonton komedi pukul lebih menit,1,3,0.1339,"komedi, drama, sama, tragedi, romance, cinta, satu, kisah, main, sekali"
385,b'wah komedi slur',wah komedi slur,2,7,0.1446,"biasa, dapat, komik, luar, perhati, bener, nder, orang, komedi, hahaha"
386,b'@chimocyy KAN NTU KOMEDI',ntu komedi,1,18,0.1237,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
387,b'@kegblgnunfaedh Puncak komedi putar ngengg',puncak komedi putar ngengg,0,18,0.3019,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
388,"b'@AuroraForHim Thousand autumn aja deh kl gitu, ya ga komedi bgt juga sih tp konfliknya ga terlalu berat, ga angst juga cuma rada bikin emosi dikit ma tingkah om menolak tua si Yan wushi \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'",thousand autumn aja deh kl gitu ga komedi bgt sih tp konflik ga terlalu berat ga angst cuma rada bikin emosi dikit ma tingkah om tolak tua si yan wushi,2,19,0.4438,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
