,datetime,text,cleanTweet,emotion
279,2023-01-03 15:26:01,"b'Hari ini full komedi anjg, awikwok banget dah baru tgl 3'",hari full komedi anjg awikwok banget dah baru tgl,2
280,2023-01-03 15:25:15,b'@mukaikhlas Puncak komedi',puncak komedi,1
281,2023-01-03 15:23:36,b'@HakanBuka Komedi resmen :)',komedi resmen,2
282,2023-01-03 15:22:53,"b'Jalan cerita Murid yang Baik, Kasihanilah Master! membawa perasaan naik turun. Komik yang memukau dan penuh kejutan!\n \n#komikon #komiklokal #komedi #dagelan\n\nhttps://t.co/Xzc1TDxD5E https://t.co/J8gCJVXGck'",jalan cerita murid baik kasihan bawa asa naik turun komik pukau penuh,2
283,2023-01-03 15:22:27,"b'RT @brillieshot: masuk ke genre komedi tengah malem, \xe2\x80\x9ckalo pantat lu numbuh gigi lu ke dokter bedah apa dokter gigi?\xe2\x80\x9d https://t.co/5isxfEQE\xe2\x80\xa6'",masuk genre komedi tengah malem pantat lu numbuh gigi lu dokter bedah apa dokter,2
284,2023-01-03 15:21:50,"b'""Hidup adalah mimpi bagi mereka yang bijaksana, permainan bagi mereka yang bodoh, komedi bagi mereka yang kaya, dan tragedi bagi mereka yang miskin""\n\n- World -'",hidup mimpi bijaksana main bodoh komedi kaya tragedi world,2
285,2023-01-03 15:20:10,"b'Terusir tanpa tau mereka salah apa, aga kasian tp kok vibesnya komedi, entahlah. https://t.co/hmaHPPeIGo'",usir tau salah apa aga kasi tp kok vibesnya komedi entah,2
286,2023-01-03 15:17:27,b'Komedi sebelum tidur ku nanti https://t.co/heMsHHz0vC',komedi tidur ku,0
287,2023-01-03 15:16:55,"b'@ohmybeautybank Aku kaya gt oily sih, bruntusannya udah gaada sisa komedi yg anjrit ga ilang ilang\xf0\x9f\xa5\xb2'",aku kaya gt oily sih bruntusannya udah gaada sisa komedi anjrit ga ilang,2
288,2023-01-03 15:16:40,"b'JADWAL Acara TRANS 7 Hari Rabu 4 Januari 2023, Selalu Menghibur dengan Tayangan Komedi Lapor Pak Hingga Warkop\n\nhttps://t.co/39VUYn8lxL'",jadwal acara trans hari rabu januari selalu hibur tayang komedi lapor pak hingga,1
289,2023-01-03 15:16:34,b'@khizeeeee @gauti_vipin @Chefkat23 Racist slurr marke toh bilkul komedi hi kardi Bhai apne toh',racist slurr marke bilkul komedi hi kardi bhai apne,2
290,2023-01-03 15:16:16,b'WKWKWK komedi awal tahun',wkwkwk komedi awal tahun,2
291,2023-01-03 15:15:27,b'gini amat komedi awal taun',gin komedi awal taun,2
292,2023-01-03 15:15:13,b'@tanyakanrl mau drakor komedi horor dong selain hotel del luna',mau drakor komedi horor dong hotel del luna,2
293,2023-01-03 15:14:55,b'@KelinciAu Puncak komedi hampir sampai guys.. siap siap \xf0\x9f\x98\x88\xf0\x9f\x98\x88',puncak komedi hampir guys siap siap,1
294,2023-01-03 15:13:22,b'@cdgaar @genuineIyn @aonarans IYAA 2022 DIA NIKAH. :VvV PUNCAK KOMEDI BANGET FAK',iyaa nikah puncak komedi banget fak,2
295,2023-01-03 15:13:01,b'@prabameela Komedi putar',komedi putar,0
296,2023-01-03 15:12:12,b'Iya hidupmu kan komedi https://t.co/4FcbqW7YFi',iya hidup komedi,2
297,2023-01-03 15:11:47,"b'Dia suka ak, tapi ak sukanya sama km, tapi km sukanya insecure.\n\nDefinisi komedi hidup featuring stupidity. Intinya kita semua bodoh soal cinta-cintaan ya gess yaaa \xf0\x9f\x99\x82'",suka ak ak suka sama km km suka komedi hidup featuring stupidity inti semua bodoh soal gess yaa,2
298,2023-01-03 15:07:17,b'@whxtedxnhill Angst dari mana? Komedi gituu',angst mana komedi gituu,1
299,2023-01-03 15:06:55,b'@UGM_FESS BEELZEBUB... KOMEDI ITU SERU BETTT',beelzebub komedi seru bett,2
300,2023-01-03 15:06:35,b'@CNNTURKSpor Komedi ya',komedi,1
301,2023-01-03 15:03:06,b'Soale ancen hidup Iki komedi dadi dijalani ambek diguyu ae meskipun nangis dikit\xf0\x9f\xa4\xa3',soale ancen hidup iki komedi dadi jalan ambek diguyu ae meski nang,2
302,2023-01-03 15:02:34,"b'kalo dari filmnya sih, bagian musikalinya terlalu maksain ke-jawaannya\n\nscene komedi malah dibangun dari karakter sampingan ciri khas film bayu skak\n\nsudut pandang orang tua - anak ternyata jadi dalem gitu.\n\nbagus sih iki lur'",kalo film sih bagi musikal terlalu maksain komedi malah bangun karakter samping ciri khas film bayu pandang orang tua anak nyata jadi dalem sih iki lur,2
303,2023-01-03 15:02:33,b'@whxtedxnhill smua au dia genre komedi putar kak\xf0\x9f\x99\x8f',smua au genre komedi putar,2
304,2023-01-03 15:01:40,b'komedi awal tahun\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d',komedi awal,1
305,2023-01-03 15:01:23,b'PUNCAK KOMEDI BGT NI PERUSAHAAN WKWKWKWKWKWKWK',puncak komedi bgt ni usaha wkwkwkwkwkwkwk,0
306,2023-01-03 15:01:15,b'Hidup ini penuh komedi',hidup penuh komedi,2
307,2023-01-03 15:01:05,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#manhwa #comics #komik #komedi\n\nhttps://t.co/deIP2IE0ZY https://t.co/Vy9UXDkteg',aku sabar tunggu apa jadi klik taut bawah gabung,2
308,2023-01-03 15:01:03,b'@kananrugi @palsinopal @gumifachrun @collegemenfess Paling banter kena roasting sama oposisi aja sii (baca: yang beda kubu sama bem tahun ini) kek anak komedi mahasiswa\n\nDan bakal lanjut lagi sih next kabinet (klo km gajadi bubar) wkwkwk',paling banter kena roasting sama oposisi aja sii beda kubu sama bem tahun kek anak komedi bakal lanjut sih next kabinet km gajadi wkwkwk,2
309,2023-01-03 15:00:00,"b'Hai guys, tolong ramaikan cerita komedi base on true story ini ya, dijamin jokes2nya seger dan kocak, selamat menikmati. /wp/ https://t.co/ra7UACpYsC'",hai guys ramai cerita komedi base on true story jamin jokes2nya seger kocak selamat nikmat,1
310,2023-01-03 14:59:22,"b'@kdrama_menfess bad and crazy, org2 udh blg ini baguss tp underatedd, komedi-misteri nya dapet bgt liat lee dongwook-wi ha joon jg lucu bgt wkwk'",bad and crazy org2 udh blg baguss tp underatedd nya dapet bgt liat lee ha joon jg lucu bgt wkwk,2
311,2023-01-03 14:59:14,b'Manhwa ini luar biasa! Aku selalu ketagihan!\n \n#komikharian #artidn #komedi #dagelan\n\nhttps://t.co/GKEC8uoAPP https://t.co/kaVguB1szg',manhwa luar aku selalu,1
312,2023-01-03 14:58:47,b'@abirumuda Sepemikiran wkwkwk\nSungguh komedi awal tahun \xf0\x9f\x97\xbf',pikir komedi awal tahun,2
313,2023-01-03 14:57:59,b'@radixwp @Jayandaru2020 @BuYungBin1 @niubluer @tomahawkriders @AkhmadAli1402 @GeorgeVanMars @Apolotwist @derpinho313 @mualafjelita @zulfiarrahman @txtdrwidia @twectan @JinNonik @BoyId22 @AlamTimur3 @camat212 @winniputry1 @Apokrifa22 @DiposuroP @mindlipstick @masiha_kafirun @__anomali__ @ocee_me08 @korekbiasa @littlevixen__ @amun_ra2 @BarathaAtmadja @AswantGardapati @balaputra_deva @Triasss_2nd @Antie_KadrunEr @YogaAdrianyoga6 @JN_Eri @kuasabu2 @tockSelank @katzedikke @lestaribanara @_diajengemy @AsepIra44314224 @agama_nusantara @Patmo_Wijoyo @Totoniman Lu ngasih jurnal jangan yg komedi nape...\n\nbaca tuh kesimpulan https://t.co/ie93wSqrCy',lu ngasih jurnal jangan komedi tuh simpul,2
314,2023-01-03 14:57:04,"b""RT @RaihaniTSN: Membuka 2023 dengan artikel 'Rock Bro: Naratif Komedi Tragis' dalam buku 'Satira: Bicara Filem Dunia Wayang' (terbitan Kual\xe2\x80\xa6""",buka artikel rock naratif komedi tragis buku bicara filem dunia wayang,2
315,2023-01-03 14:56:04,"b'ni idup dikelilingi sama orang orang yang betah playing victim tapi dia sendiri banyak denial dan menjilat ludah sendiri, emang puncak komedi bener orang ginian HAHAHA'",ni idup keliling sama orang orang betah playing victim sendiri banyak denial jilat ludah sendiri emang puncak komedi bener orang ginian hahaha,2
316,2023-01-03 14:54:38,"b'wkwkkwk, komedi banget coo'",wkwkkwk komedi banget coo,2
317,2023-01-03 14:54:36,b'@Askrlfess aowkwowkwo puncak komedi lawak bgt gila',aowkwowkwo puncak komedi lawak bgt gila,0
318,2023-01-03 14:54:33,"b'@caratstalk Beres soundcheck kan nyempetin makan ayam kf* dulu tuh sambil duduk. Trs tiba2 disuruh mundur karna yg di depan mau duduk jg tp gaada space, pas mau berdiri ayam yg lg dipegang jatoh dong\xf0\x9f\x98\xad mana abis ujan kan jd lgsg kebasahan, auto ngakak bareng carat lain wkwk komedi sekali'",beres soundcheck nyempetin makan ayam dulu tuh duduk trs tiba2 suruh mundur karna depan mau duduk jg tp gaada space pas mau diri ayam lg pegang jatoh mana abis ujan jd lgsg basah auto ngakak bareng carat wkwk komedi sekali,2
319,2023-01-03 14:54:01,b'Bagi @anwaribrahim babi lagi penting dari ayam \n\n#sekian https://t.co/y8CKLhvv8y',babi penting ayam,1
320,2023-01-03 14:53:58,b'@badesoyak Komedi ya',komedi,1
321,2023-01-03 14:52:15,b'@animefess_ full war komedi ada sih dikit paling si gogol trs kesana nya nangis aja dulu',full war komedi sih dikit paling si gogol trs kesana nya nang aja dulu,2
322,2023-01-03 14:50:50,"b'@rinmansor Few idea yang aku nampak content creator asia yang lain cuba :\n\nSains dalam kehidupan harian atau debunk myth, top 10 list - places, movies etc, movie discussion - bukan review saja, aku tgk ada yang cerita pasal plot, comparison, cinematography, standup komedi dll.'",few idea aku nampak content creator asia cuba hidup hari debunk myth top list places movies etc movie discussion bukan review aku tgk cerita pasal plot comparison cinematography standup komedi,2
323,2023-01-03 14:50:07,b'Percayalah padaku! Kamu akan kecanduan cerita ini!\n \n#Bahasaindonesia #komedi #komiker #artidn\n\nhttps://t.co/KujEKHqNfY https://t.co/sff6liwnUV',percaya kamu candu cerita,1
324,2023-01-03 14:49:26,b'@ilhamsftu Komedi teros hidupnya wkwkk',komedi ros hidup wkwkk,2
325,2023-01-03 14:48:08,b'Ayu Ting Ting merasa belum saatnya dia mendapat penghargaan di bidang komedi. https://t.co/S0Vpxi1bij',ayu ting ting rasa saat dapat harga bidang komedi,1
326,2023-01-03 14:48:01,"b'nih temen aku diem aja lucu, @kazaromalik, hidupnya penuh komedi. https://t.co/yhHehzRLiu'",nih temen aku diem aja lucu hidup penuh komedi,2
327,2023-01-03 14:47:14,b'@signatureoreo Wkwkwk komedi pol. Lawak ah',wkwkwk komedi pol lawak ah,2
328,2023-01-03 14:47:12,"b'pas masih sma liat memenya di fanpage fb, kirain anime komedi ternyata bikin mental terguncangg'",pas sma liat memenya fanpage fb kirain anime komedi nyata bikin mental terguncangg,2
329,2023-01-03 14:46:50,b'Keinget pretender trs sesek napas sendiri. Kok ak hidup komedi banget',keinget pretender trs sek napas sendiri kok ak hidup komedi banget,2
330,2023-01-03 14:44:26,"b'komedi bgt, baru prepare buat promosi sb udah merah lagi aja. pengen trabas tapi males duluan jadiny\xf0\x9f\x98\xbf\xf0\x9f\x98\xbf'",komedi bgt baru prepare buat promosi sb udah merah aja ken trabas males duluan,2
331,2023-01-03 14:44:05,b'komedi banget dh ini live',komedi banget dh live,2
332,2023-01-03 14:42:38,b'@lovelanguage_id Bener2 komedi sih ini',bener2 komedi sih,2
333,2023-01-03 14:42:27,"b'@animefess_ BANYAK KOMEDINYA, KOMEDI PUTAR'",banyak komedi komedi putar,2
334,2023-01-03 14:41:10,"b'@simpstxt welcome to dunia kuleyah yg penuh dgn puncak komedi, moga dikuat trs bahunya'",welcome to dunia kuleyah penuh puncak komedi moga kuat trs bahu,2
335,2023-01-03 14:40:44,"b'@kdrama_menfess Extreme job (kmovie)\n10/10 komedi dan keren sih, gue nonton ulang2 tapi ngakak terus njir\xf0\x9f\x98\x82'",extreme job komedi keren sih gue nonton ulang2 ngakak terus,2
336,2023-01-03 14:40:15,b'PUNCAK KOMEDI WKWKWKKWW',puncak komedi wkwkwkkww,1
337,2023-01-03 14:39:52,b'Puncak komedi',puncak komedi,1
338,2023-01-03 14:37:16,"b'@_boobewrry Kalo the first responders thiller komedi deh gue rasa soalnya ada bbrapa kasus yg serem, kalo cafe minamdang ini nih komedi banget. Kalo lu nnton doom at your service pasti tdk akan percaya di cafe mindamdang seo in guk cangak banget perannya anjrit\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",kalo the first responders thiller komedi deh gue rasa soal bbrapa kasus rem kalo cafe minamdang nih komedi banget kalo lu nnton doom at your service percaya cafe mindamdang seo in guk cangak banget peran,2
339,2023-01-03 14:37:04,"b'Puncak komedi orang yg denial sama dunia kedokteran.\nUdh tau punya eksim yg sulit sembuh, skrg kumat parah bgt sampe gak bisa jalan. Berobat ke dokter gak mau alasannya takut mahal. TAPIIIII beli obat alternatif cina yg kata orang\xc2\xb2 ciamik sampe habis berjuta\xc2\xb2 \xf0\x9f\xa4\x8c'",puncak komedi orang denial sama dunia tau punya eksim sulit sembuh skrg kumat parah bgt sampe jalan obat dokter mau alas takut mahal tapi beli obat alternatif cina kata ciamik sampe habis,2
340,2023-01-03 14:35:38,"b'Setelah menggemparkan dunia dengan Marriage Story, Noah Baumbach akhirnya kembali pada aliran komedi tak biasa yang masih bertemakan drama keluarga lalu ditambah bumbu kepercayaan serta ketakutan akan sebuah perjalanan bernama kematian, yang dalam kisah ini disebut White Noise. https://t.co/uqc766LysY'",gempar dunia marriage story noah baumbach akhir alir komedi biasa tema drama keluarga lalu tambah bumbu percaya takut buah jalan nama mati kisah sebut white noise,2
341,2023-01-03 14:35:03,b'@aldysuhanda_ Sedikit komedi sedikit sengsara',sedikit komedi sedikit sengsara,2
342,2023-01-03 14:33:25,b'@animefess_ komedi bgmne yg lu harapkan nder',komedi bgmne lu harap nder,1
343,2023-01-03 14:33:13,b'Puncak komedi bgt wkwkkwkwkwkwkwkwkkwkwkwkwkwkwkwk kocag lo',puncak komedi bgt wkwkkwkwkwkwkwkwkkwkwkwkwkwkwkwk kocag lo,2
344,2023-01-03 14:32:12,b'@wan_anw Mengsedih\nKebanyakan komedi\nSekalinya serius\nTetep dianggap komedi\n\nYa gitulah hidup banh',anggap gitulah hidup banh,2
345,2023-01-03 14:31:53,"b'@kaelakovalskia Buat short video yang lain lagi?\nWow, semangat ya mempertahankan gelar ""Si Paling Komedi""..'",buat short video semangat tahan gelar si paling komedi,2
346,2023-01-03 14:31:46,"b'disclaimer\n- cw // \xf0\x9f\x94\x9e, mastrubation, dirty jokes, cringe\n- lucu ga lucu ini komedi\n- jujur sebenernya bimbang ini bisa disebut karwin / winrina au atau engga tapi coba boleh dibaca\n- tokohnya perabotan rumah ya\n- gxg\n- fiksi'",cw mastrubation dirty jokes lucu ga lucu jujur sebenernya bimbang sebut karwin winrina au engga coba tokoh perabot rumah fiksi,2
347,2023-01-03 14:30:48,b'@PIRATEFESS Punk hazard emang banyak komedi \xf0\x9f\xa4\xa3',punk hazard emang banyak komedi,2
348,2023-01-03 14:29:39,b'komedi pulang rapat wkwkwkwk',komedi pulang rapat wkwkwkwk,1
349,2023-01-03 14:27:37,b'@ssskkrrrttttt wkwk puncak komedi',wkwk puncak komedi,1
350,2023-01-03 14:26:10,"b'@WEBCOMICFESS Penuh salah paham, tapi aku suka\xf0\x9f\x98\xad. Habisnya kocak. Puncak komedi banget hahahah https://t.co/FEqG3UTnCF'",penuh salah paham aku habis kocak puncak komedi banget hahahah,2
351,2023-01-03 14:25:50,b'wkwkwkw komedi bgt yh',wkwkwkw komedi bgt yh,2
352,2023-01-03 14:25:40,b'@TekYolFener Komedi ya \xf0\x9f\x98\x82',komedi,1
353,2023-01-03 14:24:41,b'Aku sudah membaca manga ini berkali-kali! Kamu harus mengeceknya juga!\n \n#komik #Bahasaindonesia #komikharian #komedi\n\nhttps://t.co/5KZN1atRCL https://t.co/8UAoNkVu51',aku baca manga kamu ecek,2
354,2023-01-03 14:24:14,b'Wahhhh pandai lah Menteri KOMEDI kita.\n\nHang lagi terang guna duit rakyat sebar propaganda. Dah tak tapis langsung. \n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nha3 (Gelak gaya Rafizi) https://t.co/Ifpy3sZuM4',wahh pandai lah menteri komedi terang duit rakyat sebar propaganda dah tapis langsung gaya,2
355,2023-01-03 14:23:22,"b'@topikoboii Iyaa, akhir tahun yang penuh komedi. :""'",iyaa akhir tahun penuh komedi,2
356,2023-01-03 14:22:45,"b'@kiluaz91 Gas bang Iminnn, seruuu dan peak \xf0\x9f\x92\xa5\nKomedi nya juga manteppp'",gas bang iminn seruu peak nya mantepp,2
357,2023-01-03 14:22:44,"b'@animefess_ wkwkwkw komedia ada sih, komedi putar nder'",wkwkwkw komedia sih komedi putar nder,1
358,2023-01-03 14:22:23,b'HIDUP KADANG KIDING! KOMEDI BGT DAH',hidup kadang komedi bgt dah,2
359,2023-01-03 14:21:03,"b'mbak @NoviaDuwiAstuti lucu ya, tadi yang kita cerita, pertama tama ngebelain w anjir ""udah nad, gausah dipikirin cowo brengsek gitu"", gataunyah dia follow juga, btw dia demen juga anjir demen jilat ludah ndiri anjir mbak lucuuuuuuuuuh komedi HAHAHAHHAHA'",mbak lucu tadi cerita pertama tama ngebelain w anjir udah nad gausah dipikirin cowo brengsek gitu gataunyah follow btw demen anjir demen jilat ludah ndiri anjir mbak lucuuh komedi hahahahhaha,2
360,2023-01-03 14:20:40,b'Anjerrr tahun 2022 ternyata banyak film komedi indo yang reviewnya bagus2',anjerr tahun nyata banyak film komedi indo reviewnya bagus2,2
361,2023-01-03 14:20:34,b'Wkwkwkwkwkwkwkwkwkwkkw puncak komedi akhirnya tau siapa dia\xf0\x9f\xa4\xa3',wkwkwkwkwkwkwkwkwkwkkw puncak komedi akhir tau siapa,2
362,2023-01-03 14:19:40,"b'@convomfs Genre konten tiktok, komedi, menari, musik, bunuh diri, mental health issue'",genre konten tiktok komedi tari musik bunuh diri mental health issue,1
363,2023-01-03 14:19:04,b'The first responders sama cafe minamdang. Pls 2 drakor itu gue ga ada niatan nonton eh ternyata 2 drakor itu yg bolak balik gue saranin ke org2 yg butuh drakor komedi \xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/Zs8hcgLJtM',the first responders sama cafe minamdang pls drakor gue ga niat nonton eh nyata drakor bolak balik gue saranin org2 butuh drakor komedi,2
364,2023-01-03 14:18:21,"b'@yucavyn benernya udh gak kaget dibilang intimidating... tp ttp aja wah... WKWKWKWK aslinya gue ini komedi. jelek bgt ""don\'t ask"" katanya'",benernya udh kaget bilang intimidating tp ttp aja wah wkwkwkwk asli gue komedi jelek bgt ask kata,2
365,2023-01-03 14:17:52,"b'RT @LauraShintiya: Mewngawali Tahun 2023 Coba film netflix yang cocok di tonton untuk Besuk senin dong ? \nfilm action, horor, komedi atau a\xe2\x80\xa6'",mewngawali tahun coba film netflix cocok tonton besuk senin dong action horor komedi,2
366,2023-01-03 14:17:44,"b'Ku kira komedi, ternyata kisahku:)'",ku kira komedi nyata,1
367,2023-01-03 14:17:23,b'HAHAHAH YA ALLAH puncak komedi pd malam ini\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x99\x8f\n\n#REALITY #VtuberID #REALITY2023 https://t.co/xtN5NcZnaW',hahahah allah puncak komedi pd malam,2
368,2023-01-03 14:17:14,b'\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 sangat komedi\n#UnchainedLove https://t.co/nqbj7eWZ7N',sangat,2
369,2023-01-03 14:15:30,"b'@khunbarnxs @moviemenfes Bener kak, library ku isinya horror, scifi, romance CEO, kadang komedi, fantasi immortal gitu gitu. Sayangnya yang view nya gede malah kek gitu.'",bener kak library ku isi horror scifi romance ceo kadang komedi fantasi immortal gitu gitu sayang view nya gede malah kek gitu,2
370,2023-01-03 14:15:10,b'Aku sudah membaca manga ini berkali-kali! Kamu harus mengeceknya juga!\n \n#komikharian #indiecomics #komedi #komikon\n\nhttps://t.co/HPgTa6wOO5 https://t.co/llAt9myVHf',aku baca manga kamu ecek,2
371,2023-01-03 14:14:36,"b'RT @moviemenfes: wdyt about mvs ghost writer 2, guys? menurutku, oke sih. dari segi cerita, konflik, dan akting dari para pemain. \xe2\xad\x90 8/10 da\xe2\x80\xa6'",wdyt about mvs ghost writer guys turut oke sih segi cerita konflik akting main,2
372,2023-01-03 14:12:28,b'beliau manggil gue pake panggilan yg dulu dikasih sama mantan gue \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 komedi awal tahun',beliau manggil gue pake panggil dulu kasih sama mantan gue komedi awal tahun,2
373,2023-01-03 14:11:30,"b'Sumpah geli, kek dih idih idih, kok ada manusia kek gitu\nYa ada sih, semua orang yg belum selesai sama mantan emang gitu. \nTAPI BISA2NYA AKU BERTEMU DUA ORANG YG BERKELAKUAN SAMA, YG SAMA2 TYDACK BISA MOVE ON DRI MANTANNYA?????? \nSungguu puncak komedi.'",sumpah geli kek dih idih idih kok manusia kek sih semua orang selesai sama mantan emang gitu bisa2nya aku temu orang laku sama sama2 tydack move on dri mantan puncak komedi,2
374,2023-01-03 14:11:01,b'Jalan cerita Kesenangan Pangeran Jahat Berhati Dingin membawa perasaan naik turun. Komik yang memukau dan penuh kejutan!\n \n#komedi #komiklokal #komikstrip #Indonesia\n\nhttps://t.co/1UiD7ExGcV https://t.co/T5fl2dtoRi',jalan cerita senang pangeran jahat hati dingin bawa asa naik turun komik pukau penuh,2
375,2023-01-03 14:10:02,"b'RT @moviemenfes: mvs aku jarang nonton yg genre komedi, baru selesai nonton one dollar lawyer dan ternyata suka bgt ama dramanya \xf0\x9f\xa5\xba\xf0\x9f\xab\xb6 boleh t\xe2\x80\xa6'",mvs aku jarang nonton genre komedi baru selesai nonton one dollar lawyer nyata suka bgt ama drama,2
376,2023-01-03 14:09:40,b'@animefess_ Kayanya sih puncak komedi nder',kaya sih puncak komedi nder,2
377,2023-01-03 14:09:31,b'dipikir pikir komedi banget anjing https://t.co/IC5bGRNjnt',pikir pikir komedi banget anjing,2
378,2023-01-03 14:08:09,b'@animefess_ penontonnya yang dibikin berada di puncak komedi sama s4 nder',tonton bikin ada puncak komedi sama s4 nder,2
379,2023-01-03 14:07:44,"b'@kainzler Iyh yh kok sabar ga dpt duit y,kalo dpt duit sie ak akan sll sabar menghadapi komedi hidup ini'",iyh yh kok sabar ga dpt duit dpt duit sie ak sll sabar hadap komedi hidup,2
380,2023-01-03 14:06:14,b'puncak komedi \xf0\x9f\xa4\xa1\xf0\x9f\xa4\xa1\xf0\x9f\x98\xac',puncak komedi,1
381,2023-01-03 14:05:00,"b'/wp/ Enemy to lovers, age gap, komedi, ada bumbu persahabatan, sedikit ""drama"" tentang pekerjaan, serta konflik yang nggak terlalu berat. Cewek mandiri super petakilan sama cowok sok judes dan lumayan green flag \xf0\x9f\x92\x85\xf0\x9f\x8f\xbb. Link aku drop di kolom komen ya \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb. https://t.co/feNIXewkZ7'",enemy to lovers age gap komedi bumbu sahabat sedikit drama kerja konflik terlalu berat cewek mandiri super petakilan sama cowok sok judes lumayan green flag link aku drop kolom komen,2
382,2023-01-03 14:04:17,"b""Kek yang, idihhhhhhhhhhhhhhhh cok astagfirullah, ya Allah, i don't say it's disgusting or something, but it's funny as fuck, alias berada di puncak komedi sekali hidup anda ini...""",idihh cok astagfirullah allah i say disgusting or something but funny as fuck alias ada puncak komedi sekali hidup,2
383,2023-01-03 14:02:03,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#Komikus #komiklokalindonesia #komikinajah #komedi\n\nhttps://t.co/Om1tXnJfcX https://t.co/40Lcsflgax',aku sabar tunggu apa jadi klik taut bawah gabung,2
384,2023-01-03 14:01:35,b'Bersiap nonton komedi pukul 2 lebih 45 menit',siap nonton komedi pukul lebih menit,1
385,2023-01-03 14:00:50,b'wah komedi slur',wah komedi slur,2
386,2023-01-03 14:00:36,b'@chimocyy KAN NTU KOMEDI',ntu komedi,1
387,2023-01-03 13:59:30,b'@kegblgnunfaedh Puncak komedi putar ngengg',puncak komedi putar ngengg,0
388,2023-01-03 13:59:08,"b'@AuroraForHim Thousand autumn aja deh kl gitu, ya ga komedi bgt juga sih tp konfliknya ga terlalu berat, ga angst juga cuma rada bikin emosi dikit ma tingkah om menolak tua si Yan wushi \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'",thousand autumn aja deh kl gitu ga komedi bgt sih tp konflik ga terlalu berat ga angst cuma rada bikin emosi dikit ma tingkah om tolak tua si yan wushi,2
389,2023-01-03 13:58:23,"b'liat aja ntar mulai besok, gc pasti penuh hal hal komedi \xf0\x9f\x98\x8a'",liat aja ntar mulai besok gc penuh komedi,2
390,2023-01-03 13:57:41,"b'@happykiyouwu @tanyarlfes bener kak, susah banget. aku jg sedang struggle cari kerjaan dari Agustus dan skrg udh taun baru belum jg ada panggilan. komedi kehidupan:)'",bener kak susah banget aku jg sedang struggle cari kerja agustus skrg udh taun baru jg panggil komedi,2
391,2023-01-03 13:57:27,b'@mmunga_ @Evans_o_o @lmghanga Komedi Tupu\xf0\x9f\x98\x82\xf0\x9f\x98\x82',komedi,1
392,2023-01-03 13:55:21,"b'udah ketebak alesannya ""IKI KIN GIIDI KUOTA"" haha komedi'",udah tebak alesannya iki kin giidi kuota haha komedi,2
393,2023-01-03 13:54:41,b'Komedi ku sebatas membaca statment pelatih rival https://t.co/DQpYMDsJYk',komedi ku batas baca statment latih rival,2
394,2023-01-03 13:54:31,b'stelah membaca au human rasanya gue maw baca ulang komedi tragis',stelah baca au human rasa gue maw baca ulang komedi tragis,2
395,2023-01-03 13:54:02,b'puncak komedi \xf0\x9f\xa4\xa1 https://t.co/OtJD8cNTel',puncak komedi,1
396,2023-01-03 13:53:12,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#komedi #comics #komikindo #artidn\n\nhttps://t.co/IFLlFHvlaM https://t.co/u2dVQ5Ho7p',aku sabar tunggu apa jadi klik taut bawah gabung,2
397,2023-01-03 13:52:31,b'Jalan cerita Koki Sichuan dan Gadis Pahlawan membawa perasaan naik turun. Komik yang memukau dan penuh kejutan!\n \n#comic #komedi #komikon #komikinajah\n\nhttps://t.co/cxzq8pfyZD',jalan cerita koki sichuan gadis pahlawan bawa asa naik turun komik pukau penuh,2
398,2023-01-03 13:52:15,b'@KiKoEnaaa Iyesss secara komedi tp gamblang\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',iyess komedi tp,2
399,2023-01-03 13:51:44,b'@ffarhanmhmd_ Ada yang kom tapi bukan komedi',kom bukan komedi,2
400,2023-01-03 13:51:42,b'Jalan cerita Koki Bela Diri No.1 membawa perasaan naik turun. Komik yang memukau dan penuh kejutan!\n \n#komedi #komikharian #komiket #Komikus\n\nhttps://t.co/8DYziLs5aG https://t.co/fOMN15KznA',jalan cerita koki bela diri bawa asa naik turun komik pukau penuh,2
401,2023-01-03 13:51:29,b'@yaudaiyhh puncak komedi pt brapa banh',puncak komedi brapa banh,2
402,2023-01-03 13:51:09,"b'@kaelakovalskia Emang udah bener berarti kemarin vote nya ""Si Paling Komedi"" \xf0\x9f\x98\x8c'",emang udah bener arti kemarin vote nya si paling komedi,2
